,comments,attack_object_id,attack_object_name,references,tags,capability_description,capability_id,mapping_type,score_category,score_value,related_score,group,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version
344,"Each image has a signer digitally sign using a private key. At deploy time, the enforcer uses the attester's public key to verify the signature in the attestation.",T1053.007,Container Orchestration Job,"['https://cloud.google.com/binary-authorization/docs/overview', 'https://cloud.google.com/binary-authorization/docs/attestations']",['Binary Authorization'],Binary Authorization,Binary Authorization,technique-scores,Protect,Significant,,Binary Authorization,,05/11/2022,05/11/2022,10,enterprise,gcp,
345,"Each container image  generated has a signer digitally sign using a private key to generate the attestation report. At deploy time, the enforcer uses the attester's public key to verify the signature or will block this process.",T1612,Build Image on Host,"['https://cloud.google.com/binary-authorization/docs/overview', 'https://cloud.google.com/binary-authorization/docs/attestations']",['Binary Authorization'],Binary Authorization,Binary Authorization,technique-scores,Protect,Significant,,Binary Authorization,,05/11/2022,05/11/2022,10,enterprise,gcp,
346,"Each image has a signer digitally sign using a private key. At deploy time, the enforcer uses the attester's public key to verify the signature in the attestation.",T1554,Compromise Client Software Binary,"['https://cloud.google.com/binary-authorization/docs/overview', 'https://cloud.google.com/binary-authorization/docs/attestations']",['Binary Authorization'],Binary Authorization,Binary Authorization,technique-scores,Protect,Significant,,Binary Authorization,,05/11/2022,05/11/2022,10,enterprise,gcp,
347,"Each image has a signer digitally sign using a private key. At deploy time, the enforcer uses the attester's public key to verify the signature in the attestation.",T1525,Implant Internal Image,"['https://cloud.google.com/binary-authorization/docs/overview', 'https://cloud.google.com/binary-authorization/docs/attestations']",['Binary Authorization'],Binary Authorization,Binary Authorization,technique-scores,Protect,Significant,,Binary Authorization,,05/11/2022,05/11/2022,10,enterprise,gcp,
348,"Each image has a signer digitally sign using a private key. At deploy time, the enforcer uses the attester's public key to verify the signature in the attestation.",T1036.001,Invalid Code Signature,"['https://cloud.google.com/binary-authorization/docs/overview', 'https://cloud.google.com/binary-authorization/docs/attestations']",['Binary Authorization'],Binary Authorization,Binary Authorization,technique-scores,Protect,Significant,,Binary Authorization,,05/11/2022,05/11/2022,10,enterprise,gcp,
349,"Each image has a signer digitally sign using a private key. At deploy time, the enforcer uses the attester's public key to verify the signature in the attestation.",T1601,Modify System Image,"['https://cloud.google.com/binary-authorization/docs/overview', 'https://cloud.google.com/binary-authorization/docs/attestations']",['Binary Authorization'],Binary Authorization,Binary Authorization,technique-scores,Protect,Significant,,Binary Authorization,,05/11/2022,05/11/2022,10,enterprise,gcp,
350,"Each image has a signer digitally sign using a private key. At deploy time, the enforcer uses the attester's public key to verify the signature in the attestation.",T1204.003,Malicious Image,"['https://cloud.google.com/binary-authorization/docs/overview', 'https://cloud.google.com/binary-authorization/docs/attestations']",['Binary Authorization'],Binary Authorization,Binary Authorization,technique-scores,Protect,Significant,,Binary Authorization,,05/11/2022,05/11/2022,10,enterprise,gcp,
351,Advanced Protection Program enables the use of a security key for multi-factor authentication. This provides significant protection against unauthorized users from accessing and manipulating accounts to retain access.,T1098,Account Manipulation,['https://landing.google.com/advancedprotection/'],"['Multi-Factor Authentication', 'Phishing']",AdvancedProtectionProgram,AdvancedProtectionProgram,technique-scores,Protect,Significant,,AdvancedProtectionProgram,,05/11/2022,05/11/2022,10,enterprise,gcp,
352,Advanced Protection Program enables the use of a security key for multi-factor authentication. This provides significant protection against Brute Force techniques attempting to gain access to accounts.,T1110,Brute Force,['https://landing.google.com/advancedprotection/'],"['Multi-Factor Authentication', 'Phishing']",AdvancedProtectionProgram,AdvancedProtectionProgram,technique-scores,Protect,Significant,,AdvancedProtectionProgram,,05/11/2022,05/11/2022,10,enterprise,gcp,
353,"Advanced Protection Program enables the use of a security key for multi-factor authentication. Enabling Advanced Protection Program for all users at an organization can prevent adversaries from maintaining access via created accounts because any accounts they create won't have the required security keys for MFA.
",T1136,Create Account,['https://landing.google.com/advancedprotection/'],"['Multi-Factor Authentication', 'Phishing']",AdvancedProtectionProgram,AdvancedProtectionProgram,technique-scores,Protect,Significant,,AdvancedProtectionProgram,,05/11/2022,05/11/2022,10,enterprise,gcp,
354,"Advanced Protection Program enables the use of a security key for multi-factor authentication. Restricting access via MFA provides significant protection against adversaries accessing data objects from cloud storage.
",T1530,Data from Cloud Storage Object,['https://landing.google.com/advancedprotection/'],"['Multi-Factor Authentication', 'Phishing']",AdvancedProtectionProgram,AdvancedProtectionProgram,technique-scores,Protect,Significant,,AdvancedProtectionProgram,,05/11/2022,05/11/2022,10,enterprise,gcp,
355,"Advanced Protection Program enables the use of a security key for multi-factor authentication. Enabling MFA reduces the usefulness of usernames and passwords that may be collected via email since adversaries won't have the associated security keys to gain access.
",T1114,Email Collection,['https://landing.google.com/advancedprotection/'],"['Multi-Factor Authentication', 'Phishing']",AdvancedProtectionProgram,AdvancedProtectionProgram,technique-scores,Protect,Significant,,AdvancedProtectionProgram,,05/11/2022,05/11/2022,10,enterprise,gcp,
356,"Advanced Protection Program enables the use of a security key for multi-factor authentication. Enabling MFA for remote service accounts can mitigate an adversary's ability to leverage stolen credentials since they won't have the respective security key to gain access.
",T1133,External Remote Services,['https://landing.google.com/advancedprotection/'],"['Multi-Factor Authentication', 'Phishing']",AdvancedProtectionProgram,AdvancedProtectionProgram,technique-scores,Protect,Significant,,AdvancedProtectionProgram,,05/11/2022,05/11/2022,10,enterprise,gcp,
357,"Advanced Protection Program enables the use of a security key for multi-factor authentication. Integrating multi-factor authentication as part of organizational policy can greatly reduce the risk of an adversary gaining control of valid credentials that may be used for additional tactics such as initial access, lateral movement, and collecting information.
",T1556,Modify Authentication Process,['https://landing.google.com/advancedprotection/'],"['Multi-Factor Authentication', 'Phishing']",AdvancedProtectionProgram,AdvancedProtectionProgram,technique-scores,Protect,Significant,,AdvancedProtectionProgram,,05/11/2022,05/11/2022,10,enterprise,gcp,
358,"Advanced Protection Program enables the use of a security key for multi-factor authentication. Implementing MFA on remote service logons prevents adversaries from using valid accounts to access those services.
",T1021,Remote Services,['https://landing.google.com/advancedprotection/'],"['Multi-Factor Authentication', 'Phishing']",AdvancedProtectionProgram,AdvancedProtectionProgram,technique-scores,Protect,Significant,,AdvancedProtectionProgram,,05/11/2022,05/11/2022,10,enterprise,gcp,
359,"Advanced Protection Program enables the use of a security key for multi-factor authentication. Integrating multi-factor authentication (MFA) as part of organizational policy can greatly reduce the risk of an adversary gaining control of valid credentials that may be used for additional tactics such as initial access, lateral movement, and collecting information.
",T1078.002,Domain Accounts,['https://landing.google.com/advancedprotection/'],"['Multi-Factor Authentication', 'Phishing']",AdvancedProtectionProgram,AdvancedProtectionProgram,technique-scores,Protect,Significant,,AdvancedProtectionProgram,,05/11/2022,05/11/2022,10,enterprise,gcp,
360,"Advanced Protection Program enables the use of a security key for multi-factor authentication. Integrating multi-factor authentication (MFA) as part of organizational policy can greatly reduce the risk of an adversary gaining control of valid credentials that may be used for additional tactics such as initial access, lateral movement, and collecting information.
",T1078.004,Cloud Accounts,['https://landing.google.com/advancedprotection/'],"['Multi-Factor Authentication', 'Phishing']",AdvancedProtectionProgram,AdvancedProtectionProgram,technique-scores,Protect,Significant,,AdvancedProtectionProgram,,05/11/2022,05/11/2022,10,enterprise,gcp,
361,Advanced Protection Program enables the use of a security key for multi-factor authentication. This provides significant protection against Brute Force techniques attempting to gain access to accounts.,T1110.001,Password Guessing,['https://landing.google.com/advancedprotection/'],"['Multi-Factor Authentication', 'Phishing']",AdvancedProtectionProgram,AdvancedProtectionProgram,technique-scores,Protect,Significant,,AdvancedProtectionProgram,,05/11/2022,05/11/2022,10,enterprise,gcp,
362,Advanced Protection Program enables the use of a security key for multi-factor authentication. This provides significant protection against Brute Force techniques attempting to gain access to accounts.,T1110.002,Password Cracking,['https://landing.google.com/advancedprotection/'],"['Multi-Factor Authentication', 'Phishing']",AdvancedProtectionProgram,AdvancedProtectionProgram,technique-scores,Protect,Significant,,AdvancedProtectionProgram,,05/11/2022,05/11/2022,10,enterprise,gcp,
363,Advanced Protection Program enables the use of a security key for multi-factor authentication. This provides significant protection against Brute Force techniques attempting to gain access to accounts.,T1110.003,Password Spraying,['https://landing.google.com/advancedprotection/'],"['Multi-Factor Authentication', 'Phishing']",AdvancedProtectionProgram,AdvancedProtectionProgram,technique-scores,Protect,Significant,,AdvancedProtectionProgram,,05/11/2022,05/11/2022,10,enterprise,gcp,
364,Advanced Protection Program enables the use of a security key for multi-factor authentication. This provides significant protection against Brute Force techniques attempting to gain access to accounts.,T1110.004,Credential Stuffing,['https://landing.google.com/advancedprotection/'],"['Multi-Factor Authentication', 'Phishing']",AdvancedProtectionProgram,AdvancedProtectionProgram,technique-scores,Protect,Significant,,AdvancedProtectionProgram,,05/11/2022,05/11/2022,10,enterprise,gcp,
365,This control can provide protection against attackers stealing application access tokens if they are stored within Secret Manager. Secret Manager significantly raises the bar for access of stored tokens by requiring legitimate credentials with proper authorization. Applications may have to be modified to take advantage of Secret Manager and may not always be possible to utilize. ,T1528,Steal Application Access Token,['https://cloud.google.com/secret-manager/docs/overview'],['Data Security'],Secret Manager,Secret Manager,technique-scores,Protect,Partial,,Secret Manager,,05/11/2022,05/11/2022,10,enterprise,gcp,
366,"This control may provide a more secure location for storing passwords. If an cloud user account, endpoint, or application is compromised, they may have limited access to passwords stored in Secret Manager.",T1555,Credentials from Password Stores,['https://cloud.google.com/secret-manager/docs/overview'],['Data Security'],Secret Manager,Secret Manager,technique-scores,Protect,Partial,,Secret Manager,,05/11/2022,05/11/2022,10,enterprise,gcp,
367,"This control provides a central, secure location for storage of credentials to reduce the possibility of attackers discovering unsecured credentials. ",T1552,Unsecured Credentials,['https://cloud.google.com/secret-manager/docs/overview'],['Data Security'],Secret Manager,Secret Manager,technique-scores,Protect,Partial,,Secret Manager,,05/11/2022,05/11/2022,10,enterprise,gcp,
368,This control provides secure methods for accessing secrets and passwords. This can reduce the incidents of credentials and other authentication material being transmitted in clear-text or by insecure encryption methods. Any communication between applications or endpoints after access to Secret Manager may not be secure.,T1040,Network Sniffing,['https://cloud.google.com/secret-manager/docs/overview'],['Data Security'],Secret Manager,Secret Manager,technique-scores,Protect,Minimal,,Secret Manager,,05/11/2022,05/11/2022,10,enterprise,gcp,
369,VPC security perimeters can limit the impact from active scanning techniques used to gain further information about the target environment.,T1590,Gather Victim Network Information,['https://cloud.google.com/vpc-service-controls/docs'],"['Network', 'Virtual Private Cloud']",Virtual Private Cloud,Virtual Private Cloud,technique-scores,Protect,Significant,,Virtual Private Cloud,,05/11/2022,05/11/2022,10,enterprise,gcp,
370,VPC security perimeters can limit the impact from active scanning techniques used to gain further information about the target environment.,T1590.004,Network Topology,['https://cloud.google.com/vpc-service-controls/docs'],"['Network', 'Virtual Private Cloud']",Virtual Private Cloud,Virtual Private Cloud,technique-scores,Protect,Significant,,Virtual Private Cloud,,05/11/2022,05/11/2022,10,enterprise,gcp,
371,VPC security perimeters can limit the impact from active scanning techniques used to gain further information about the target environment.,T1590.005,IP Addresses,['https://cloud.google.com/vpc-service-controls/docs'],"['Network', 'Virtual Private Cloud']",Virtual Private Cloud,Virtual Private Cloud,technique-scores,Protect,Significant,,Virtual Private Cloud,,05/11/2022,05/11/2022,10,enterprise,gcp,
372,VPC security perimeters can limit the impact from active scanning and lateral movement techniques used to exploit the target environment.,T1046,Network Service Scanning,['https://cloud.google.com/vpc-service-controls/docs'],"['Network', 'Virtual Private Cloud']",Virtual Private Cloud,Virtual Private Cloud,technique-scores,Protect,Significant,,Virtual Private Cloud,,05/11/2022,05/11/2022,10,enterprise,gcp,
373,VPC security perimeters can limit the impact from active scanning and lateral movement techniques used to exploit the target environment.,T1135,Network Share Discovery,['https://cloud.google.com/vpc-service-controls/docs'],"['Network', 'Virtual Private Cloud']",Virtual Private Cloud,Virtual Private Cloud,technique-scores,Protect,Significant,,Virtual Private Cloud,,05/11/2022,05/11/2022,10,enterprise,gcp,
374,VPC security perimeters can limit the impact from active scanning and lateral movement techniques used to exploit the target environment.,T1595,Active Scanning,['https://cloud.google.com/vpc-service-controls/docs'],"['Network', 'Virtual Private Cloud']",Virtual Private Cloud,Virtual Private Cloud,technique-scores,Protect,Significant,,Virtual Private Cloud,,05/11/2022,05/11/2022,10,enterprise,gcp,
375,VPC security perimeters can limit the impact from active scanning on private networks and lateral movement techniques used to exploit target environments.,T1595.001,Scanning IP Blocks,['https://cloud.google.com/vpc-service-controls/docs'],"['Network', 'Virtual Private Cloud']",Virtual Private Cloud,Virtual Private Cloud,technique-scores,Protect,Significant,,Virtual Private Cloud,,05/11/2022,05/11/2022,10,enterprise,gcp,
376,VPC further segments the environment by providing configurable granular access controls which help limit user communications to critical systems.,T1098,Account Manipulation,['https://cloud.google.com/vpc-service-controls/docs'],"['Network', 'Virtual Private Cloud']",Virtual Private Cloud,Virtual Private Cloud,technique-scores,Protect,Significant,,Virtual Private Cloud,,05/11/2022,05/11/2022,10,enterprise,gcp,
377,VPC further segments the environment by providing configurable granular access controls which help limit user permissions to communicate with critical systems.,T1098.001,Additional Cloud Credentials,['https://cloud.google.com/vpc-service-controls/docs'],"['Network', 'Virtual Private Cloud']",Virtual Private Cloud,Virtual Private Cloud,technique-scores,Protect,Partial,,Virtual Private Cloud,,05/11/2022,05/11/2022,10,enterprise,gcp,
378,VPC security perimeter mitigates the impact from Adversary-in-the-Middle by creating virtual segmentation that limits the data and information broadcast on the network.,T1557,Adversary-in-the-Middle,['https://cloud.google.com/vpc-service-controls/docs'],"['Network', 'Virtual Private Cloud']",Virtual Private Cloud,Virtual Private Cloud,technique-scores,Protect,Partial,,Virtual Private Cloud,,05/11/2022,05/11/2022,10,enterprise,gcp,
379,VPC security perimeters can isolate resources and limit the impact from lateral movement techniques used to access sensitive data.,T1602,Data from Configuration Repository,['https://cloud.google.com/vpc-service-controls/docs'],"['Network', 'Virtual Private Cloud']",Virtual Private Cloud,Virtual Private Cloud,technique-scores,Protect,Significant,,Virtual Private Cloud,,05/11/2022,05/11/2022,10,enterprise,gcp,
380,VPC security perimeters can segment private resources to further reduce user access and operate in a logically separate hosting environment.,T1190,Exploit Public-Facing Application,['https://cloud.google.com/vpc-service-controls/docs'],"['Network', 'Virtual Private Cloud']",Virtual Private Cloud,Virtual Private Cloud,technique-scores,Protect,Significant,,Virtual Private Cloud,,05/11/2022,05/11/2022,10,enterprise,gcp,
381,"VPC security perimeters can segment private resources to provide access based on user identity or organizational ingress/egress policies (e.g., instance, subnet).",T1552.007,Container API,['https://cloud.google.com/vpc-service-controls/docs'],"['Network', 'Virtual Private Cloud']",Virtual Private Cloud,Virtual Private Cloud,technique-scores,Protect,Significant,,Virtual Private Cloud,,05/11/2022,05/11/2022,10,enterprise,gcp,
382,VPC security perimeters can segment private resources to deny traffic based on organizational policy.,T1018,Remote System Discovery,['https://cloud.google.com/vpc-service-controls/docs'],"['Network', 'Virtual Private Cloud']",Virtual Private Cloud,Virtual Private Cloud,technique-scores,Protect,Significant,,Virtual Private Cloud,,05/11/2022,05/11/2022,10,enterprise,gcp,
383,"VPC security perimeters can segment private resources to deny ingress and egress traffic based on organizational policies. Because this tool does not prevent attacks from valid accounts or compromised machines, it was scored as  minimal.",T1570,Lateral Tool Transfer,['https://cloud.google.com/vpc-service-controls/docs'],"['Network', 'Virtual Private Cloud']",Virtual Private Cloud,Virtual Private Cloud,technique-scores,Protect,Minimal,,Virtual Private Cloud,,05/11/2022,05/11/2022,10,enterprise,gcp,
384,This control can be used to limit permissions to discover cloud accounts in accordance with least privilege principles and thereby limits the accounts that can be used for account discovery.,T1087.004,Cloud Account,['https://cloud.google.com/policy-intelligence'],"['Identity', 'Role Based Access Control', 'Access Management', 'Credentials']",Policy Intelligence,Policy Intelligence,technique-scores,Protect,Partial,,Policy Intelligence,,05/11/2022,05/11/2022,10,enterprise,gcp,
385,"IAM Recommender helps admins remove unwanted access to GCP resources by using machine learning to make smart access control recommendations. With Recommender, security teams can automatically detect overly permissive access and rightsize them based on similar users in the organization and their access patterns. This control may mitigate adversaries that try to enumerate users access keys through VM or snapshots.",T1580,Cloud Infrastructure Discovery,['https://cloud.google.com/policy-intelligence'],"['Identity', 'Role Based Access Control', 'Access Management', 'Credentials']",Policy Intelligence,Policy Intelligence,technique-scores,Protect,Minimal,,Policy Intelligence,,05/11/2022,05/11/2022,10,enterprise,gcp,
386,Recommender generates policy insights by comparing the permissions that each principal used during the past 90 days with the total permissions the principal has. This can be used to limit the permissions associated with creating and modifying platform images or containers that adversaries may try to access.,T1530,Data from Cloud Storage Object,['https://cloud.google.com/policy-intelligence'],"['Identity', 'Role Based Access Control', 'Access Management', 'Credentials']",Policy Intelligence,Policy Intelligence,technique-scores,Protect,Partial,,Policy Intelligence,,05/11/2022,05/11/2022,10,enterprise,gcp,
387,Adversaries may attempt to implant cloud or container images with malicious code to gain access to an environment. The IAM audit logs can be used to receive data access and activity logs who has accessed to certain resources.,T1530,Data from Cloud Storage Object,['https://cloud.google.com/policy-intelligence'],"['Identity', 'Role Based Access Control', 'Access Management', 'Credentials']",Policy Intelligence,Policy Intelligence,technique-scores,Detect,Minimal,,Policy Intelligence,,05/11/2022,05/11/2022,10,enterprise,gcp,
388,This control may limit the number of users that have privileges to discover cloud infrastructure and may limit the discovery value of the dashboard in the event of a compromised account.,T1538,Cloud Service Dashboard,['https://cloud.google.com/policy-intelligence'],"['Identity', 'Role Based Access Control', 'Access Management', 'Credentials']",Policy Intelligence,Policy Intelligence,technique-scores,Protect,Partial,,Policy Intelligence,,05/11/2022,05/11/2022,10,enterprise,gcp,
389,"IAM Recommender helps admins remove unwanted access to GCP resources by using machine learning to make smart access control recommendations. With Recommender, security teams can automatically detect overly permissive access and rightsize them based on similar users in the organization and their access patterns. This control may mitigate adversaries that try to gain access to permissions from modifying infrastructure components.",T1578,Modify Cloud Compute Infrastructure,['https://cloud.google.com/policy-intelligence'],"['Identity', 'Role Based Access Control', 'Access Management', 'Credentials']",Policy Intelligence,Policy Intelligence,technique-scores,Protect,Partial,,Policy Intelligence,,05/11/2022,05/11/2022,10,enterprise,gcp,
390,"Adversaries may bypass UAC mechanisms to elevate process privileges. This control can be used to help enforce least privilege principals to ensure that permission levels are properly managed. Along with this, Policy Analyzer lets users know what principals have access to resources based on its corresponding IAM allow policies.",T1548.002,Bypass User Account Control,['https://cloud.google.com/policy-intelligence'],"['Identity', 'Role Based Access Control', 'Access Management', 'Credentials']",Policy Intelligence,Policy Intelligence,technique-scores,Protect,Partial,,Policy Intelligence,,05/11/2022,05/11/2022,10,enterprise,gcp,
391,"IAM Recommender helps admins remove unwanted access to GCP resources by using machine learning to make smart access control recommendations. With Recommender, security teams can automatically detect overly permissive access and rightsize them based on similar users in the organization and their access patterns. This control may mitigate adversaries that try to perform privilege escalation via permission levels and software exploitation.",T1068,Exploitation for Privilege Escalation,['https://cloud.google.com/policy-intelligence'],"['Identity', 'Role Based Access Control', 'Access Management', 'Credentials']",Policy Intelligence,Policy Intelligence,technique-scores,Protect,Partial,,Policy Intelligence,,05/11/2022,05/11/2022,10,enterprise,gcp,
392,Adversaries that try to disable cloud logging capabilities have the advantage to limit the amount of the data that can be collected and can possibly control not being detected. This control may be used to ensure that permissions are in place to prevent adversaries from disabling or interfering with security/logging services.,T1562,Impair Defenses,['https://cloud.google.com/policy-intelligence'],"['Identity', 'Role Based Access Control', 'Access Management', 'Credentials']",Policy Intelligence,Policy Intelligence,technique-scores,Protect,Partial,,Policy Intelligence,,05/11/2022,05/11/2022,10,enterprise,gcp,
393,"Adversaries may obtain and abuse credentials of a cloud account by gaining access through means of Initial Access, Persistence, Privilege Escalation, or Defense Evasion. IAM Recommender helps enforce least privilege principals to ensure that permission levels are properly managed.",T1078.004,Cloud Accounts,['https://cloud.google.com/policy-intelligence'],"['Identity', 'Role Based Access Control', 'Access Management', 'Credentials']",Policy Intelligence,Policy Intelligence,technique-scores,Protect,Partial,,Policy Intelligence,,05/11/2022,05/11/2022,10,enterprise,gcp,
394,,T1078.004,Cloud Accounts,['https://cloud.google.com/policy-intelligence'],"['Identity', 'Role Based Access Control', 'Access Management', 'Credentials']",Policy Intelligence,Policy Intelligence,technique-scores,Detect,Minimal,,Policy Intelligence,,05/11/2022,05/11/2022,10,enterprise,gcp,
395,Adversaries that try to disable cloud logging capabilities have the advantage to limit the amount of the data that can be collected and can possibly control not being detected. This control may be used to routinely check role account permissions in IAM audit logs.,T1562.008,Disable Cloud Logs,['https://cloud.google.com/policy-intelligence'],"['Identity', 'Role Based Access Control', 'Access Management', 'Credentials']",Policy Intelligence,Policy Intelligence,technique-scores,Detect,Minimal,,Policy Intelligence,,05/11/2022,05/11/2022,10,enterprise,gcp,
396,"IAM Recommender helps admins remove unwanted access to GCP resources by using machine learning to make smart access control recommendations. With Recommender, security teams can automatically detect overly permissive access and rightsize them based on similar users in the organization and their access patterns. This control may mitigate adversaries that try to perform privilege escalation via permission levels and software exploitation.",T1212,Exploitation for Credential Access,['https://cloud.google.com/policy-intelligence'],"['Identity', 'Role Based Access Control', 'Access Management', 'Credentials']",Policy Intelligence,Policy Intelligence,technique-scores,Protect,Partial,,Policy Intelligence,,05/11/2022,05/11/2022,10,enterprise,gcp,
397,"Adversaries may obtain and abuse credentials of a cloud account by gaining access through means of Initial Access, Persistence, Privilege Escalation, or Defense Evasion. IAM Recommender helps enforce least privilege principals to ensure that permission levels are properly managed.",T1078,Valid Accounts,['https://cloud.google.com/policy-intelligence'],"['Identity', 'Role Based Access Control', 'Access Management', 'Credentials']",Policy Intelligence,Policy Intelligence,technique-scores,Protect,Partial,,Policy Intelligence,,05/11/2022,05/11/2022,10,enterprise,gcp,
398,This control can be used to limit permissions to discover user accounts in accordance with least privilege principles and thereby limits the accounts that can be used for account discovery.,T1087,Account Discovery,['https://cloud.google.com/policy-intelligence'],"['Identity', 'Role Based Access Control', 'Access Management', 'Credentials']",Policy Intelligence,Policy Intelligence,technique-scores,Protect,Partial,,Policy Intelligence,,05/11/2022,05/11/2022,10,enterprise,gcp,
399,Utilization and enforcement of MFA for user accounts to ensure that IAM policies are implemented properly shall mitigate adversaries so that they may not gain access to user accounts. Enforce the principle of least privilege by ensuring that principals have only the permissions that they actually need.,T1098.001,Additional Cloud Credentials,['https://cloud.google.com/policy-intelligence'],"['Identity', 'Role Based Access Control', 'Access Management', 'Credentials']",Policy Intelligence,Policy Intelligence,technique-scores,Protect,Partial,,Policy Intelligence,,05/11/2022,05/11/2022,10,enterprise,gcp,
400,Utilization and enforcement of MFA for user accounts to ensure that IAM policies are implemented properly shall mitigate adversaries so that they may not gain access to user accounts. Enforce the principle of least privilege by ensuring that principals have only the permissions that they actually need.,T1098,Account Manipulation,['https://cloud.google.com/policy-intelligence'],"['Identity', 'Role Based Access Control', 'Access Management', 'Credentials']",Policy Intelligence,Policy Intelligence,technique-scores,Protect,Partial,,Policy Intelligence,,05/11/2022,05/11/2022,10,enterprise,gcp,
401,"Adversaries may modify file or directory permissions/attributes to evade access control lists (ACLs) and access protected files. Enforcing the principle of least privilege through IAM Recommender role recommendations help admins identify and remove excess permissions from users' principals, improving their resources' security configurations.",T1222,File and Directory Permissions Modification,['https://cloud.google.com/policy-intelligence'],"['Identity', 'Role Based Access Control', 'Access Management', 'Credentials']",Policy Intelligence,Policy Intelligence,technique-scores,Protect,Partial,,Policy Intelligence,,05/11/2022,05/11/2022,10,enterprise,gcp,
402,"ReCAPTCHA Enterprise allows users to configure Multifactor Authentication (MFA) to verify user's identity by sending a verification code by email or SMS (known as an MFA challenge). When ReCAPTCHA Enterprise assesses that user activity to exceeds a predetermined threshold (by the developer), it can trigger an MFA challenge to verify the user. This increases the likelihood that a compromised account will be prevented from impacting the system.

Since ReCAPTCHA Enterprise does not require a MFA challenge for all user activity, it has been given a rating of Partial.
",T1078.004,Cloud Accounts,['https://cloud.google.com/recaptcha-enterprise'],"['Multi-Factor Authentication', 'Identity']",ReCAPTCHA Enterprise,ReCAPTCHA Enterprise,technique-scores,Protect,Partial,,ReCAPTCHA Enterprise,,05/11/2022,05/11/2022,10,enterprise,gcp,
403,"Password Checkup extension for Chrome displays a warning whenever a user signs in to a site using one of over 4 billion usernames and passwords that Google knows to be unsafe due to a third-party data breach. With reCAPTCHA Enterprise, you can identify credential stuffing attacks by utilizing Password Checkup to detect password leaks and breached credentials. Developers can factor this information into their score calculation for score-based site keys to help identify suspicious activity and take appropriate action.
",T1110.004,Credential Stuffing,['https://cloud.google.com/recaptcha-enterprise'],"['Multi-Factor Authentication', 'Identity']",ReCAPTCHA Enterprise,ReCAPTCHA Enterprise,technique-scores,Detect,Significant,,ReCAPTCHA Enterprise,,05/11/2022,05/11/2022,10,enterprise,gcp,
404,"ReCAPTCHA Enterprise can implement a number of mitigations to prevent the automated creation of multiple accounts such as adding checkbox challenges on pages where end users need to enter their credentials and assessing user activity for potential misuses on all pages where accounts are created.

Since this control doesn't prevent the manual creation of accounts, it has been given a rating of Partial.
",T1136.003,Cloud Account,['https://cloud.google.com/recaptcha-enterprise'],"['Multi-Factor Authentication', 'Identity']",ReCAPTCHA Enterprise,ReCAPTCHA Enterprise,technique-scores,Protect,Partial,,ReCAPTCHA Enterprise,,05/11/2022,05/11/2022,10,enterprise,gcp,
405,This control is able to mitigate against abuse of compromised valid accounts by restricting access from those accounts to resources contained within the VPC perimeter the account belongs to. Resources and services contained in other VPC networks also cannot be accessed by user accounts that are not within the VPC network perimeter.,T1078,Valid Accounts,['https://cloud.google.com/vpc-service-controls/docs/overview'],"['Virtual Private Cloud', 'Access Control Policies', 'Network']",VPC Service Controls,VPC Service Controls,technique-scores,Protect,Significant,,VPC Service Controls,,05/11/2022,05/11/2022,10,enterprise,gcp,
406,This control may mitigate against exfiltration attempts to external cloud accounts by limiting egress of data from accounts and services contained within the VPC network perimeter. ,T1537,Transfer Data to Cloud Account,['https://cloud.google.com/vpc-service-controls/docs/overview'],"['Virtual Private Cloud', 'Access Control Policies', 'Network']",VPC Service Controls,VPC Service Controls,technique-scores,Protect,Significant,,VPC Service Controls,,05/11/2022,05/11/2022,10,enterprise,gcp,
407,This control may mitigate against access to cloud storage objects by limiting access to accounts and services contained within the VPC network perimeter that contains those cloud storage objects. ,T1530,Data from Cloud Storage Object,['https://cloud.google.com/vpc-service-controls/docs/overview'],"['Virtual Private Cloud', 'Access Control Policies', 'Network']",VPC Service Controls,VPC Service Controls,technique-scores,Protect,Significant,,VPC Service Controls,,05/11/2022,05/11/2022,10,enterprise,gcp,
408,This control is able to mitigate against exfiltration of data over a web service. Data contained within a VPC network perimeter can not be moved to a Google cloud resource or service outside of the perimeter but may be moved to third party services or storage.,T1567,Exfiltration Over Web Service,['https://cloud.google.com/vpc-service-controls/docs/overview'],"['Virtual Private Cloud', 'Access Control Policies', 'Network']",VPC Service Controls,VPC Service Controls,technique-scores,Protect,Partial,,VPC Service Controls,,05/11/2022,05/11/2022,10,enterprise,gcp,
409,"This control may mitigate against discovery of cloud storage objects. This control is not able to protect metadata, such as cloud storage bucket names but can protect against discovery of the contents of a storage bucket. ",T1619,Cloud Storage Object Discovery,['https://cloud.google.com/vpc-service-controls/docs/overview'],"['Virtual Private Cloud', 'Access Control Policies', 'Network']",VPC Service Controls,VPC Service Controls,technique-scores,Protect,Partial,,VPC Service Controls,,05/11/2022,05/11/2022,10,enterprise,gcp,
410,"Privileged roles and permissions can be granted to entire groups of users by default, and admins can control unwanted access by utilizing machine learning to recommend smart access control permissions within an organization. This control can  help mitigate adversaries from gaining access to unwanted account.",T1098,Account Manipulation,['https://cloud.google.com/iam'],"['Identity', 'Credentials', 'Access Management', 'Multi-Factor Authentication', 'Role Based Access Control']",Identity and Access Management,Identity and Access Management,technique-scores,Protect,Partial,,Identity and Access Management,,05/11/2022,05/11/2022,10,enterprise,gcp,
