,comments,attack_object_id,attack_object_name,references,capability_description,capability_id,mapping_type,score_category,score_value,related_score,group,status,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version
741,This control only provides the ability to restrict file downloads for a limited set of applications and therefore its overall Coverage score is minimal.,T1074,Data Staged,['https://docs.microsoft.com/en-us/azure/active-directory/conditional-access/overview'],Conditional Access,Conditional Access,technique_scores,protect,minimal,,Conditional Access,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
742,"Conditional Access (CA), when granting (risky) users access to Office applications like SharePoint and OneDrive, can restrict what they can do in these applications using its app-enforced restrictions.   For example, it can enforce that users on unmanaged devices will have browser-only access to SharePoint/OneDrive with no ability to download, print, or sync files.  This can impede an adversary's ability to collect and stage files.  This offers minimal coverage as it requires the target application to support such a feature that can be triggered by this control and to date only a few (Office) applications support this.",T1074.002,Remote Data Staging,[],Conditional Access,Conditional Access,technique_scores,protect,minimal,T1074,Conditional Access,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
743,"Conditional Access (CA), when granting (risky) users access to Office applications like SharePoint and OneDrive, can restrict what they can do in these applications using its app-enforced restrictions.   For example, it can enforce that users on unmanaged devices will have browser-only access to SharePoint/OneDrive with no ability to download, print, or sync files.  This can impede an adversary's ability to collect and stage files.  This offers minimal coverage as it requires the target application to support such a feature that can be triggered by this control and to date only a few (Office) applications support this.",T1074.001,Local Data Staging,[],Conditional Access,Conditional Access,technique_scores,protect,minimal,T1074,Conditional Access,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
744,"Conditional Access, when granting (risky) users access to cloud storage, specifically OneDrive, can restrict what they can do in these applications using its app-enforced restrictions.   For example, it can enforce that users on unmanaged devices will have browser-only access to OneDrive with no ability to download, print, or sync files.  This can impede an adversary's ability to exfiltrate data from OneDrive.  The protection coverage provided by this control is Minimal as it doesn't provide protection for other storage services available on Azure such as the Azure Storage service.",T1530,Data from Cloud Storage Object,['https://docs.microsoft.com/en-us/azure/active-directory/conditional-access/overview'],Conditional Access,Conditional Access,technique_scores,protect,minimal,,Conditional Access,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
745,"This control only provides the ability to restrict an adversary from collecting valuable information for a limited set of applications (SharePoint, Exchange, OneDrive) and therefore its overall Coverage score is minimal.",T1213,Data from Information Repositories,['https://docs.microsoft.com/en-us/azure/active-directory/conditional-access/overview'],Conditional Access,Conditional Access,technique_scores,protect,minimal,,Conditional Access,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
746,"Conditional Access (CA), when granting (risky) users access to Office applications like SharePoint can restrict what they can do in these applications using its app-enforced restrictions.   For example, it can enforce that users on unmanaged devices will have browser-only access to SharePoint with no ability to download, print, or sync files.  Furthermore, with its integration with Microsoft Cloud App Security, it can even restrict  cut, copy and paste operations.  This can impede an adversary's ability to collect valuable information and/or files from the application.   This protection is partial as it doesn't prohibit an adversary from potentially viewing sensitive information and manually collecting it, for example simply writing down information by hand.",T1213.002,Sharepoint,[],Conditional Access,Conditional Access,technique_scores,protect,partial,T1213,Conditional Access,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
747,"This control can identify anomalous behavior such as geographically impossible logins and out-of-character activity. 
Relevant alerts include ""Activity from anonymous IP address"" , ""Activity from infrequent country"", ""Activity from suspicious IP address"", ""Impossible Travel"", and ""Activity performed by terminated user"".",T1078,Valid Accounts,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,partial,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
748,"This control can identify anomalous behavior such as geographically impossible logins and out-of-character activity. 
Relevant alerts include ""Activity from anonymous IP address"" , ""Activity from infrequent country"", ""Activity from suspicious IP address"", ""Impossible Travel"", and ""Activity performed by terminated user"".",T1078.004,Cloud Accounts,[],Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,partial,T1078,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
749,"This control can identify anomalous behavior such as geographically impossible logins and out-of-character activity. 
Relevant alerts include ""Activity from anonymous IP address"" , ""Activity from infrequent country"", ""Activity from suspicious IP address"", ""Impossible Travel"", and ""Activity performed by terminated user"".",T1078.002,Domain Accounts,[],Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,partial,T1078,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
750,"This control can identify anomalous behavior such as geographically impossible logins and out-of-character activity. 
Relevant alerts include ""Activity from anonymous IP address"" , ""Activity from infrequent country"", ""Activity from suspicious IP address"", ""Impossible Travel"", and ""Activity performed by terminated user"".",T1078.001,Default Accounts,[],Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,partial,T1078,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
751,This control can limit user methods to send data over web services.,T1567,Exfiltration Over Web Service,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,protect,partial,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
752,"This control can identify large volume potential exfiltration activity, and log user activity potentially related to exfiltration via web services. A relevant alert is ""Unusual file download (by user)"".",T1567,Exfiltration Over Web Service,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,partial,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
753,This control can identify large volume potential exfiltration activity.,T1567.002,Exfiltration to Cloud Storage,[],Cloud App Security Policies,Cloud App Security Policies,technique_scores,protect,partial,T1567,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
754,"This control can identify large volume potential exfiltration activity, and log user activity potentially related to exfiltration via web services. A relevant alert is ""Unusual file download (by user)"".",T1567.002,Exfiltration to Cloud Storage,[],Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,partial,T1567,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
755,This control can identify large volume potential exfiltration activity.,T1567.001,Exfiltration to Code Repository,[],Cloud App Security Policies,Cloud App Security Policies,technique_scores,protect,partial,T1567,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
756,"This control can identify large volume potential exfiltration activity, and log user activity potentially related to exfiltration via web services. A relevant alert is ""Unusual file download (by user)"".",T1567.001,Exfiltration to Code Repository,[],Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,partial,T1567,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
757,"This control can detect outdated client browser software, which is a common target of exploitation in drive-by compromises.",T1189,Drive-by Compromise,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,partial,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
758,"This control can detect unusual region and activity for cloud resources (preview feature as of this writing).  Relevant alert is ""Suspicious creation activity for cloud region"".",T1535,Unused/Unsupported Cloud Regions,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,partial,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
759,This control can provide significant protection against forced authentication methods by restricting actions associated with multiple file access methods such as SMB.,T1187,Forced Authentication,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,protect,significant,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
760,This control can alert on anomalous sharing attempts of confidential data.,T1187,Forced Authentication,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,significant,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
761,This control can detect use of unsanctioned business apps and data exfil to unsanctioned storage apps.,T1530,Data from Cloud Storage Object,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,partial,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
762,This control can restrict user app permissions which can limit the potential for theft of application access tokens.,T1528,Steal Application Access Token,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,protect,partial,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
763,"This control can detect potentially risky apps. Relevant alerts include ""Misleading publisher name for an Oauth app"" and ""Misleading OAuth app name"". ",T1528,Steal Application Access Token,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,partial,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
764,"This control can detect anomalous user activity that may be associated with cloud service discovery. Relevant alert is ""Unusual file share activty (by user)"".",T1526,Cloud Service Discovery,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,partial,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
765,"This control can provide fine-grained access control to information sharing repositories such as Sharepoint or Confluence. Due to this capability being limited to these services, it has been scored as Partial coverage resulting in a Partial score.",T1213,Data from Information Repositories,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,protect,minimal,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
766,"This control may detect anomalous user behavior wrt information repositories such as Sharepoint or Confluence.  Due to this capability being limited to these services, it has been scored as Partial coverage resulting in a Partial score.",T1213,Data from Information Repositories,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,minimal,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
767,This control may detect anomalous user behavior wrt information repositories such as Sharepoint or Confluence.,T1213.002,Sharepoint,[],Cloud App Security Policies,Cloud App Security Policies,technique_scores,protect,partial,T1213,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
768,This control may detect anomalous user behavior wrt information repositories such as Sharepoint or Confluence.,T1213.002,Sharepoint,[],Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,partial,T1213,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
769,This control may detect anomalous user behavior wrt information repositories such as Sharepoint or Confluence.,T1213.001,Confluence,[],Cloud App Security Policies,Cloud App Security Policies,technique_scores,protect,partial,T1213,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
770,This control may detect anomalous user behavior wrt information repositories such as Sharepoint or Confluence.,T1213.001,Confluence,[],Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,partial,T1213,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
771,"This control's Information protection policies can detect and encrypt sensitive information at rest on supported platforms, which can inhibit automated data collection activities.",T1119,Automated Collection,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,protect,partial,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
772,"This control can detect sensitive information at rest, which may be indicative of data collection activities.",T1119,Automated Collection,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,partial,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
773,This control can detect and encrypt sensitive information at rest on supported platforms and restrict access.,T1565,Data Manipulation,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,protect,partial,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
774,This control can detect and encrypt sensitive information at rest on supported platforms.,T1565.001,Stored Data Manipulation,[],Cloud App Security Policies,Cloud App Security Policies,technique_scores,protect,partial,T1565,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
775,This control's polices for access control can limit abuse of external facing remote services.,T1133,External Remote Services,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,protect,partial,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
776,This control can provide logging of activity associated with potential exploitation of remote services such as anomalous geographic access.,T1133,External Remote Services,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,partial,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
777,This control can limit potential C2 via unapproved remote access software.,T1219,Remote Access Software,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,protect,significant,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
778,This control can identify potential malicious activity associated with the use or attempted use of unapproved remote access software.,T1219,Remote Access Software,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,partial,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
779,This control can detect admin activity from risky IP addresses.,T1484,Domain Policy Modification,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,minimal,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
780,This control can detect admin activity from risky IP addresses.,T1484.002,Domain Trust Modification,[],Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,minimal,T1484,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
781,This control can detect admin activity from risky IP addresses.,T1484.001,Group Policy Modification,[],Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,minimal,T1484,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
782,"This control can detect anomalous admin activity that may be indicative of account manipulation. Relevant alerts include ""Unusual administrative activity (by user)"" and ""Unusual addition of credentials to an OAuth app"".",T1098,Account Manipulation,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,minimal,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
783,"This control can detect anomalous admin activity that may be indicative of account manipulation. Relevant alerts include ""Unusual administrative activity (by user)"" and ""Unusual addition of credentials to an OAuth app"".",T1098.003,Add Office 365 Global Administrator Role,[],Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,minimal,T1098,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
784,"This control can detect anomalous admin activity that may be indicative of account manipulation. Relevant alerts include ""Unusual administrative activity (by user)"" and ""Unusual addition of credentials to an OAuth app"".",T1098.001,Additional Cloud Credentials,[],Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,minimal,T1098,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
785,"This control can detect anomalous admin activity that may be indicative of account manipulation. Relevant alerts include ""Unusual administrative activity (by user)"" and ""Unusual addition of credentials to an OAuth app"".",T1098.002,Exchange Email Delegate Permissions,[],Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,minimal,T1098,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
786,"This control can identify anomalous admin activity.
Relevant alerts include ""Multiple storage deletion activities"", ""Multiple VM creation activities"", and ""Suspicious creation activity for cloud region"". ",T1578,Modify Cloud Compute Infrastructure,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,minimal,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
787,This control can identify anomalous admin activity.,T1578.004,Revert Cloud Instance,[],Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,minimal,T1578,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
788,This control can identify anomalous admin activity.,T1578.003,Delete Cloud Instance,[],Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,minimal,T1578,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
789,This control can identify anomalous admin activity.,T1578.001,Create Snapshot,[],Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,minimal,T1578,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
790,This control can identify anomalous admin activity.,T1578.002,Create Cloud Instance,[],Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,minimal,T1578,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
791,This control can identify anomalous admin activity.,T1531,Account Access Removal,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,minimal,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
792,"This control can identify some behaviors that are potential instances of resource hijacking. Relevant alerts include ""Multiple VM Creation activities"" and ""Suspicious creation activity for cloud region"".",T1496,Resource Hijacking,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,partial,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
793,"This control can identify deletion activity which could be potential malicious data destruction. Relevant Alerts include ""Multiple storage deletion activities"", ""Multiple VM deletion activity"", ""Unusual file deletion activity (by user), ""Suspicous email deletion activiy"", and ""Ransomware activity"".
",T1485,Data Destruction,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,partial,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
794,"This control can detect a range of ransomware-related activities including encryption. Relevant alert include ""Ransomware activities"" and ""Unusual file deletion activity (by user)"".",T1486,Data Encrypted for Impact,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,partial,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
795,"This control can identify some evidence of potential C2 via a specific application layer protocol (mail). Relevant alerts include  ""Suspicious inbox forwarding"" and ""Suspicious inbox manipulation rule"".",T1071,Application Layer Protocol,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,minimal,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
796,"This control can identify some evidence of potential C2 via a specific application layer protocol (mail). Relevant alerts include ""Suspicious inbox forwarding"" and ""Suspicious inbox manipulation rule"".",T1071.003,Mail Protocols,[],Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,partial,T1071,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
797,"This control can detect some activity indicative of brute force attempts to login. Relevant alert is ""Multiple failed login attempts"".",T1110,Brute Force,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,partial,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
798,"This control can detect some activity indicative of brute force attempts to login. Relevant alert is ""Multiple failed login attempts"".",T1110.004,Credential Stuffing,[],Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,partial,T1110,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
799,"This control can detect some activity indicative of brute force attempts to login. Relevant alert is ""Multiple failed login attempts"".",T1110.003,Password Spraying,[],Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,partial,T1110,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
800,"This control can detect some activity indicative of brute force attempts to login. Relevant alert is ""Multiple failed login attempts"".",T1110.001,Password Guessing,[],Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,partial,T1110,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
801,"This control can identify anomalous user impersonation activity, which can be an element of internal spearphishing. Relevant alert is ""Unusual impersonated activity (by user)"".",T1534,Internal Spearphishing,"['https://docs.microsoft.com/en-us/cloud-app-security/policies-cloud-discovery', 'https://docs.microsoft.com/en-us/cloud-app-security/policies-information-protection', 'https://docs.microsoft.com/en-us/cloud-app-security/investigate-anomaly-alerts']",Cloud App Security Policies,Cloud App Security Policies,technique_scores,detect,minimal,,Cloud App Security Policies,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
802,This control may provide provide information about vulnerabilities within container images. The limited scope of containers and registries that are applicable to this control contribute to the lower score.,T1190,Exploit Public-Facing Application,"['https://docs.microsoft.com/en-us/azure/security-center/defender-for-container-registries-introduction', 'https://docs.microsoft.com/en-us/azure/container-registry/container-registry-intro']",Azure Defender for Container Registries,Azure Defender for Container Registries,technique_scores,protect,minimal,,Azure Defender for Container Registries,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
803,This control may provide recommendations to avoid privileged containers and running containers as root.,T1068,Exploitation for Privilege Escalation,"['https://docs.microsoft.com/en-us/azure/security-center/defender-for-container-registries-introduction', 'https://docs.microsoft.com/en-us/azure/container-registry/container-registry-intro']",Azure Defender for Container Registries,Azure Defender for Container Registries,technique_scores,protect,minimal,,Azure Defender for Container Registries,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
804,This control may prevent adversaries from implanting malicious container images through fine grained permissions and use of container image tag signing. Image tag signing allows for verifiable container images that have been signed with legitimate keys.,T1525,Implant Container Image,"['https://docs.microsoft.com/en-us/azure/security-center/defender-for-container-registries-introduction', 'https://docs.microsoft.com/en-us/azure/container-registry/container-registry-intro']",Azure Defender for Container Registries,Azure Defender for Container Registries,technique_scores,protect,partial,,Azure Defender for Container Registries,complete,,06/29/2021,06/29/2021,8.2,enterprise,azure,06/29/2021
