,comments,attack-object-id,attack-object-name,references,tags,mapping-description,capability-id,mapping-type,score-category,score-value,related-score,metadata-key
338,"AWS Security Hub detects improperly secured data from S3 buckets such as public read and write access that may result in an adversary getting access to information that could be used during targeting. AWS Security Hub provides these detections with the following managed insights.
S3 buckets with public write or read permissions S3 buckets with sensitive data
This is scored as Minimal because S3 only represents one of many available sources of information that an adversary could use for targeting. ",T1590.002,DNS,[],[],,AWS Security Hub,technique-scores,Detect,Minimal,T1590,2
339,"AWS Security Hub detects improperly secured data from S3 buckets such as public read and write access that may result in an adversary getting access to information that could be used during targeting. AWS Security Hub provides these detections with the following managed insights.
S3 buckets with public write or read permissions S3 buckets with sensitive data
This is scored as Minimal because S3 only represents one of many available sources of information that an adversary could use for targeting. ",T1590.003,Network Trust Dependencies,[],[],,AWS Security Hub,technique-scores,Detect,Minimal,T1590,2
340,"AWS Security Hub detects improperly secured data from S3 buckets such as public read and write access that may result in an adversary getting access to information that could be used during targeting. AWS Security Hub provides these detections with the following managed insights.
S3 buckets with public write or read permissions S3 buckets with sensitive data
This is scored as Minimal because S3 only represents one of many available sources of information that an adversary could use for targeting. ",T1590.004,Network Topology,[],[],,AWS Security Hub,technique-scores,Detect,Minimal,T1590,2
341,"AWS Security Hub detects improperly secured data from S3 buckets such as public read and write access that may result in an adversary getting access to information that could be used during targeting. AWS Security Hub provides these detections with the following managed insights.
S3 buckets with public write or read permissions S3 buckets with sensitive data
This is scored as Minimal because S3 only represents one of many available sources of information that an adversary could use for targeting. ",T1590.005,IP Addresses,[],[],,AWS Security Hub,technique-scores,Detect,Minimal,T1590,2
342,"AWS Security Hub detects improperly secured data from S3 buckets such as public read and write access that may result in an adversary getting access to information that could be used during targeting. AWS Security Hub provides these detections with the following managed insights.
S3 buckets with public write or read permissions S3 buckets with sensitive data
This is scored as Minimal because S3 only represents one of many available sources of information that an adversary could use for targeting. ",T1590.006,Network Security Appliances,[],[],,AWS Security Hub,technique-scores,Detect,Minimal,T1590,2
343,"Managed Insights: AWS Security Hub reports on collections of related findings which are known as managed insights. When possible, these managed insights are mapped to ATT&CK techniques (e.g., ""S3 buckets with public write or read permissions""). It should be noted that not all managed insights have the level of detail to be able to map them to ATT&CK techniques and are not included in the mapping (e.g., ""EC2 instances involved in known Tactics, Techniques, and Procedures (TTPs)""). 
AWS Config: AWS Security Hub supports reporting on findings from AWS Config (e.g., for CIS AWS Foundations Benchmark controls among others). Given that AWS Config is its own service, these findings will not be mapped to ATT&CK. The only controls that will be included in this mapping  are those for which Security Hub implements custom logic. It should also be noted that there will  be a future CTID project that maps specific CIS Benchmarks to ATT&CK techniques. 
",T1591,Gather Victim Org Information,['https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html'],[],,AWS Security Hub,technique-scores,Detect,Minimal,,2
344,"AWS Security Hub detects improperly secured data from S3 buckets such as public read and write access that may result in an adversary getting access to information that could be used during targeting. AWS Security Hub provides these detections with the following managed insights.
S3 buckets with public write or read permissions S3 buckets with sensitive data
This is scored as Minimal because S3 only represents one of many available sources of information that an adversary could use for targeting. ",T1591.001,Determine Physical Locations,[],[],,AWS Security Hub,technique-scores,Detect,Minimal,T1591,2
345,"AWS Security Hub detects improperly secured data from S3 buckets such as public read and write access that may result in an adversary getting access to information that could be used during targeting. AWS Security Hub provides these detections with the following managed insights.
S3 buckets with public write or read permissions S3 buckets with sensitive data
This is scored as Minimal because S3 only represents one of many available sources of information that an adversary could use for targeting. ",T1591.002,Business Relationships,[],[],,AWS Security Hub,technique-scores,Detect,Minimal,T1591,2
346,"AWS Security Hub detects improperly secured data from S3 buckets such as public read and write access that may result in an adversary getting access to information that could be used during targeting. AWS Security Hub provides these detections with the following managed insights.
S3 buckets with public write or read permissions S3 buckets with sensitive data
This is scored as Minimal because S3 only represents one of many available sources of information that an adversary could use for targeting. ",T1591.003,Identify Business Tempo,[],[],,AWS Security Hub,technique-scores,Detect,Minimal,T1591,2
347,"AWS Security Hub detects improperly secured data from S3 buckets such as public read and write access that may result in an adversary getting access to information that could be used during targeting. AWS Security Hub provides these detections with the following managed insights.
S3 buckets with public write or read permissions S3 buckets with sensitive data
This is scored as Minimal because S3 only represents one of many available sources of information that an adversary could use for targeting. ",T1591.004,Identify Roles,[],[],,AWS Security Hub,technique-scores,Detect,Minimal,T1591,2
348,"Managed Insights: AWS Security Hub reports on collections of related findings which are known as managed insights. When possible, these managed insights are mapped to ATT&CK techniques (e.g., ""S3 buckets with public write or read permissions""). It should be noted that not all managed insights have the level of detail to be able to map them to ATT&CK techniques and are not included in the mapping (e.g., ""EC2 instances involved in known Tactics, Techniques, and Procedures (TTPs)""). 
AWS Config: AWS Security Hub supports reporting on findings from AWS Config (e.g., for CIS AWS Foundations Benchmark controls among others). Given that AWS Config is its own service, these findings will not be mapped to ATT&CK. The only controls that will be included in this mapping  are those for which Security Hub implements custom logic. It should also be noted that there will  be a future CTID project that maps specific CIS Benchmarks to ATT&CK techniques. 
",T1580,Cloud Infrastructure Discovery,['https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html'],[],,AWS Security Hub,technique-scores,Detect,Partial,,2
349,"Managed Insights: AWS Security Hub reports on collections of related findings which are known as managed insights. When possible, these managed insights are mapped to ATT&CK techniques (e.g., ""S3 buckets with public write or read permissions""). It should be noted that not all managed insights have the level of detail to be able to map them to ATT&CK techniques and are not included in the mapping (e.g., ""EC2 instances involved in known Tactics, Techniques, and Procedures (TTPs)""). 
AWS Config: AWS Security Hub supports reporting on findings from AWS Config (e.g., for CIS AWS Foundations Benchmark controls among others). Given that AWS Config is its own service, these findings will not be mapped to ATT&CK. The only controls that will be included in this mapping  are those for which Security Hub implements custom logic. It should also be noted that there will  be a future CTID project that maps specific CIS Benchmarks to ATT&CK techniques. 
",T1078,Valid Accounts,['https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html'],[],,AWS Security Hub,technique-scores,Detect,Minimal,,2
350,"AWS Security Hub detects suspicious activity by AWS accounts which could indicate valid accounts being leveraged by an adversary. AWS Security Hub provides these detections with the following managed insights.
AWS principals with suspicious access key activity Credentials that may have leaked AWS resources with unauthorized access attempts IAM users with suspicious activity
AWS Security Hub also performs checks from the AWS Foundations CIS Benchmark and PCI-DSS security  standard that, if implemented, would help towards detecting the misuse of valid accounts.  AWS Security Hub provides these detections with the following checks.
3.1 Ensure a log metric filter and alarm exist for unauthorized API calls 3.2 Ensure a log metric filter and alarm exist for Management Console sign-in without MFA 3.3 Ensure a log metric filter and alarm exist for usage of ""root"" account  3.4 Ensure a log metric filter and alarm exist for IAM policy changes 3.6 Ensure a log metric filter and alarm exist for AWS Management Console authentication failures [PCI.CW.1] A log metric filter and alarm should exist for usage of the ""root"" user
By monitoring the root account, activity where accounts make unauthorized API calls, and  changes to IAM permissions among other things, it may be possible to detect valid accounts that  are being misused and are potentially compromised.
This is scored as Significant because it reports on suspicious activity by AWS accounts. ",T1078.004,Cloud Accounts,[],[],,AWS Security Hub,technique-scores,Detect,Significant,T1078,2
351,"Managed Insights: AWS Security Hub reports on collections of related findings which are known as managed insights. When possible, these managed insights are mapped to ATT&CK techniques (e.g., ""S3 buckets with public write or read permissions""). It should be noted that not all managed insights have the level of detail to be able to map them to ATT&CK techniques and are not included in the mapping (e.g., ""EC2 instances involved in known Tactics, Techniques, and Procedures (TTPs)""). 
AWS Config: AWS Security Hub supports reporting on findings from AWS Config (e.g., for CIS AWS Foundations Benchmark controls among others). Given that AWS Config is its own service, these findings will not be mapped to ATT&CK. The only controls that will be included in this mapping  are those for which Security Hub implements custom logic. It should also be noted that there will  be a future CTID project that maps specific CIS Benchmarks to ATT&CK techniques. 
",T1190,Exploit Public-Facing Application,['https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html'],[],,AWS Security Hub,technique-scores,Detect,Partial,,2
352,"Managed Insights: AWS Security Hub reports on collections of related findings which are known as managed insights. When possible, these managed insights are mapped to ATT&CK techniques (e.g., ""S3 buckets with public write or read permissions""). It should be noted that not all managed insights have the level of detail to be able to map them to ATT&CK techniques and are not included in the mapping (e.g., ""EC2 instances involved in known Tactics, Techniques, and Procedures (TTPs)""). 
AWS Config: AWS Security Hub supports reporting on findings from AWS Config (e.g., for CIS AWS Foundations Benchmark controls among others). Given that AWS Config is its own service, these findings will not be mapped to ATT&CK. The only controls that will be included in this mapping  are those for which Security Hub implements custom logic. It should also be noted that there will  be a future CTID project that maps specific CIS Benchmarks to ATT&CK techniques. 
",T1203,Exploitation for Client Execution,['https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html'],[],,AWS Security Hub,technique-scores,Detect,Partial,,2
353,"Managed Insights: AWS Security Hub reports on collections of related findings which are known as managed insights. When possible, these managed insights are mapped to ATT&CK techniques (e.g., ""S3 buckets with public write or read permissions""). It should be noted that not all managed insights have the level of detail to be able to map them to ATT&CK techniques and are not included in the mapping (e.g., ""EC2 instances involved in known Tactics, Techniques, and Procedures (TTPs)""). 
AWS Config: AWS Security Hub supports reporting on findings from AWS Config (e.g., for CIS AWS Foundations Benchmark controls among others). Given that AWS Config is its own service, these findings will not be mapped to ATT&CK. The only controls that will be included in this mapping  are those for which Security Hub implements custom logic. It should also be noted that there will  be a future CTID project that maps specific CIS Benchmarks to ATT&CK techniques. 
",T1068,Exploitation for Privilege Escalation,['https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html'],[],,AWS Security Hub,technique-scores,Detect,Partial,,2
354,"Managed Insights: AWS Security Hub reports on collections of related findings which are known as managed insights. When possible, these managed insights are mapped to ATT&CK techniques (e.g., ""S3 buckets with public write or read permissions""). It should be noted that not all managed insights have the level of detail to be able to map them to ATT&CK techniques and are not included in the mapping (e.g., ""EC2 instances involved in known Tactics, Techniques, and Procedures (TTPs)""). 
AWS Config: AWS Security Hub supports reporting on findings from AWS Config (e.g., for CIS AWS Foundations Benchmark controls among others). Given that AWS Config is its own service, these findings will not be mapped to ATT&CK. The only controls that will be included in this mapping  are those for which Security Hub implements custom logic. It should also be noted that there will  be a future CTID project that maps specific CIS Benchmarks to ATT&CK techniques. 
",T1211,Exploitation for Defense Evasion,['https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html'],[],,AWS Security Hub,technique-scores,Detect,Partial,,2
355,"Managed Insights: AWS Security Hub reports on collections of related findings which are known as managed insights. When possible, these managed insights are mapped to ATT&CK techniques (e.g., ""S3 buckets with public write or read permissions""). It should be noted that not all managed insights have the level of detail to be able to map them to ATT&CK techniques and are not included in the mapping (e.g., ""EC2 instances involved in known Tactics, Techniques, and Procedures (TTPs)""). 
AWS Config: AWS Security Hub supports reporting on findings from AWS Config (e.g., for CIS AWS Foundations Benchmark controls among others). Given that AWS Config is its own service, these findings will not be mapped to ATT&CK. The only controls that will be included in this mapping  are those for which Security Hub implements custom logic. It should also be noted that there will  be a future CTID project that maps specific CIS Benchmarks to ATT&CK techniques. 
",T1212,Exploitation for Credential Access,['https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html'],[],,AWS Security Hub,technique-scores,Detect,Partial,,2
356,"Managed Insights: AWS Security Hub reports on collections of related findings which are known as managed insights. When possible, these managed insights are mapped to ATT&CK techniques (e.g., ""S3 buckets with public write or read permissions""). It should be noted that not all managed insights have the level of detail to be able to map them to ATT&CK techniques and are not included in the mapping (e.g., ""EC2 instances involved in known Tactics, Techniques, and Procedures (TTPs)""). 
AWS Config: AWS Security Hub supports reporting on findings from AWS Config (e.g., for CIS AWS Foundations Benchmark controls among others). Given that AWS Config is its own service, these findings will not be mapped to ATT&CK. The only controls that will be included in this mapping  are those for which Security Hub implements custom logic. It should also be noted that there will  be a future CTID project that maps specific CIS Benchmarks to ATT&CK techniques. 
",T1210,Exploitation of Remote Services,['https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html'],[],,AWS Security Hub,technique-scores,Detect,Partial,,2
357,"Managed Insights: AWS Security Hub reports on collections of related findings which are known as managed insights. When possible, these managed insights are mapped to ATT&CK techniques (e.g., ""S3 buckets with public write or read permissions""). It should be noted that not all managed insights have the level of detail to be able to map them to ATT&CK techniques and are not included in the mapping (e.g., ""EC2 instances involved in known Tactics, Techniques, and Procedures (TTPs)""). 
AWS Config: AWS Security Hub supports reporting on findings from AWS Config (e.g., for CIS AWS Foundations Benchmark controls among others). Given that AWS Config is its own service, these findings will not be mapped to ATT&CK. The only controls that will be included in this mapping  are those for which Security Hub implements custom logic. It should also be noted that there will  be a future CTID project that maps specific CIS Benchmarks to ATT&CK techniques. 
",T1531,Account Access Removal,['https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html'],[],,AWS Security Hub,technique-scores,Detect,Partial,,2
358,"Managed Insights: AWS Security Hub reports on collections of related findings which are known as managed insights. When possible, these managed insights are mapped to ATT&CK techniques (e.g., ""S3 buckets with public write or read permissions""). It should be noted that not all managed insights have the level of detail to be able to map them to ATT&CK techniques and are not included in the mapping (e.g., ""EC2 instances involved in known Tactics, Techniques, and Procedures (TTPs)""). 
AWS Config: AWS Security Hub supports reporting on findings from AWS Config (e.g., for CIS AWS Foundations Benchmark controls among others). Given that AWS Config is its own service, these findings will not be mapped to ATT&CK. The only controls that will be included in this mapping  are those for which Security Hub implements custom logic. It should also be noted that there will  be a future CTID project that maps specific CIS Benchmarks to ATT&CK techniques. 
",T1098,Account Manipulation,['https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html'],[],,AWS Security Hub,technique-scores,Detect,Minimal,,2
359,"AWS Security Hub performs a check from the AWS Foundations CIS Benchmark that, if implemented, would help towards detecting the manipulation of accounts. AWS Security Hub provides this detection with the following check.
3.4 Ensure a log metric filter and alarm exist for IAM policy changes 
This is scored as Significant because it can monitor all changes to IAM policy which can be used to detect any changes made to accounts. ",T1098.001,Additional Cloud Credentials,[],[],,AWS Security Hub,technique-scores,Detect,Significant,T1098,2
360,"Managed Insights: AWS Security Hub reports on collections of related findings which are known as managed insights. When possible, these managed insights are mapped to ATT&CK techniques (e.g., ""S3 buckets with public write or read permissions""). It should be noted that not all managed insights have the level of detail to be able to map them to ATT&CK techniques and are not included in the mapping (e.g., ""EC2 instances involved in known Tactics, Techniques, and Procedures (TTPs)""). 
AWS Config: AWS Security Hub supports reporting on findings from AWS Config (e.g., for CIS AWS Foundations Benchmark controls among others). Given that AWS Config is its own service, these findings will not be mapped to ATT&CK. The only controls that will be included in this mapping  are those for which Security Hub implements custom logic. It should also be noted that there will  be a future CTID project that maps specific CIS Benchmarks to ATT&CK techniques. 
",T1562,Impair Defenses,['https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html'],[],,AWS Security Hub,technique-scores,Detect,Partial,,2
361,"AWS Security Hub performs checks from the AWS Foundations CIS Benchmark that, if implemented, would help towards detecting changes to key AWS services. AWS Security Hub provides these detections with the following checks.
3.5 Ensure a log metric filter and alarm exist for CloudTrail configuration changes 3.9 Ensure a log metric filter and alarm exist for AWS Config configuration changes 3.10 Ensure a log metric filter and alarm exist for security group changes 3.11 Ensure a log metric filter and alarm exist for changes to Network Access Control Lists (NACL)  3.12 Ensure a log metric filter and alarm exist for changes to network gateways  3.13 Ensure a log metric filter and alarm exist for route table changes 3.14 Ensure a log metric filter and alarm exist for VPC changes
This is scored as Significant because it can detect when changes are made to key AWS services (e.g., CloudTrail, Config, etc.) such as when they stop logging or other configuration changes are made.  ",T1562.008,Disable Cloud Logs,[],[],,AWS Security Hub,technique-scores,Detect,Significant,T1562,2
362,"AWS Security Hub performs checks from the AWS Foundations CIS Benchmark that, if implemented, would help towards detecting changes to key AWS services. AWS Security Hub provides these detections with the following checks.
3.5 Ensure a log metric filter and alarm exist for CloudTrail configuration changes 3.9 Ensure a log metric filter and alarm exist for AWS Config configuration changes 3.10 Ensure a log metric filter and alarm exist for security group changes 3.11 Ensure a log metric filter and alarm exist for changes to Network Access Control Lists (NACL)  3.12 Ensure a log metric filter and alarm exist for changes to network gateways  3.13 Ensure a log metric filter and alarm exist for route table changes 3.14 Ensure a log metric filter and alarm exist for VPC changes
This is scored as Significant because it can detect when changes are made to key AWS services (e.g., CloudTrail, Config, etc.) such as when they stop logging or other configuration changes are made.  ",T1562.001,Disable or Modify Tools,[],[],,AWS Security Hub,technique-scores,Detect,Significant,T1562,2
363,"AWS Security Hub performs checks from the AWS Foundations CIS Benchmark that, if implemented, would help towards detecting changes to key AWS services. AWS Security Hub provides these detections with the following checks.
3.5 Ensure a log metric filter and alarm exist for CloudTrail configuration changes 3.9 Ensure a log metric filter and alarm exist for AWS Config configuration changes 3.10 Ensure a log metric filter and alarm exist for security group changes 3.11 Ensure a log metric filter and alarm exist for changes to Network Access Control Lists (NACL)  3.12 Ensure a log metric filter and alarm exist for changes to network gateways  3.13 Ensure a log metric filter and alarm exist for route table changes 3.14 Ensure a log metric filter and alarm exist for VPC changes
This is scored as Significant because it can detect when changes are made to key AWS services (e.g., CloudTrail, Config, etc.) such as when they stop logging or other configuration changes are made.  ",T1562.007,Disable or Modify Cloud Firewall,[],[],,AWS Security Hub,technique-scores,Detect,Significant,T1562,2
364,"Managed Insights: AWS Security Hub reports on collections of related findings which are known as managed insights. When possible, these managed insights are mapped to ATT&CK techniques (e.g., ""S3 buckets with public write or read permissions""). It should be noted that not all managed insights have the level of detail to be able to map them to ATT&CK techniques and are not included in the mapping (e.g., ""EC2 instances involved in known Tactics, Techniques, and Procedures (TTPs)""). 
AWS Config: AWS Security Hub supports reporting on findings from AWS Config (e.g., for CIS AWS Foundations Benchmark controls among others). Given that AWS Config is its own service, these findings will not be mapped to ATT&CK. The only controls that will be included in this mapping  are those for which Security Hub implements custom logic. It should also be noted that there will  be a future CTID project that maps specific CIS Benchmarks to ATT&CK techniques. 
",T1110,Brute Force,['https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html'],[],,AWS Security Hub,technique-scores,Detect,Minimal,,2
365,"AWS Security Hub performs a check from the AWS Foundations CIS Benchmark that, if implemented, would help towards detecting the brute forcing of accounts. AWS Security Hub provides this detection with the following checks.
3.6 Ensure a log metric filter and alarm exist for AWS Management Console authentication failures
This is scored as Minimal because it only applies to the AWS Management Console and not other access  mechanisms (e.g., CLI, SDK, etc.). Furthermore, it does not detect brute-forcing methods for other  components such as EC2 instances. ",T1110.001,Password Guessing,[],[],,AWS Security Hub,technique-scores,Detect,Minimal,T1110,2
366,"AWS Security Hub performs a check from the AWS Foundations CIS Benchmark that, if implemented, would help towards detecting the brute forcing of accounts. AWS Security Hub provides this detection with the following checks.
3.6 Ensure a log metric filter and alarm exist for AWS Management Console authentication failures
This is scored as Minimal because it only applies to the AWS Management Console and not other access  mechanisms (e.g., CLI, SDK, etc.). Furthermore, it does not detect brute-forcing methods for other  components such as EC2 instances. ",T1110.003,Password Spraying,[],[],,AWS Security Hub,technique-scores,Detect,Minimal,T1110,2
367,"AWS Security Hub performs a check from the AWS Foundations CIS Benchmark that, if implemented, would help towards detecting the brute forcing of accounts. AWS Security Hub provides this detection with the following checks.
3.6 Ensure a log metric filter and alarm exist for AWS Management Console authentication failures
This is scored as Minimal because it only applies to the AWS Management Console and not other access  mechanisms (e.g., CLI, SDK, etc.). Furthermore, it does not detect brute-forcing methods for other  components such as EC2 instances. ",T1110.004,Credential Stuffing,[],[],,AWS Security Hub,technique-scores,Detect,Minimal,T1110,2
368,"Managed Insights: AWS Security Hub reports on collections of related findings which are known as managed insights. When possible, these managed insights are mapped to ATT&CK techniques (e.g., ""S3 buckets with public write or read permissions""). It should be noted that not all managed insights have the level of detail to be able to map them to ATT&CK techniques and are not included in the mapping (e.g., ""EC2 instances involved in known Tactics, Techniques, and Procedures (TTPs)""). 
AWS Config: AWS Security Hub supports reporting on findings from AWS Config (e.g., for CIS AWS Foundations Benchmark controls among others). Given that AWS Config is its own service, these findings will not be mapped to ATT&CK. The only controls that will be included in this mapping  are those for which Security Hub implements custom logic. It should also be noted that there will  be a future CTID project that maps specific CIS Benchmarks to ATT&CK techniques. 
",T1485,Data Destruction,['https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html'],[],,AWS Security Hub,technique-scores,Detect,Minimal,,2
369,,T1078,Valid Accounts,['https://docs.aws.amazon.com/iam/index.html'],"['Identity', 'Credentials']",,AWS Identity and Access Management,technique-scores,Protect,Partial,,2
370,,T1078,Valid Accounts,['https://docs.aws.amazon.com/iam/index.html'],"['Identity', 'Credentials']",,AWS Identity and Access Management,technique-scores,Detect,Partial,,2
371,This control may mitigate the impact of compromised valid accounts by enabling fine-grained access policies and implementing least-privilege policies. MFA  can provide protection against an adversary that obtains valid credentials by requiring the adversary to complete an additional authentication process before access is permitted.,T1078.004,Cloud Accounts,[],[],,AWS Identity and Access Management,technique-scores,Protect,Partial,T1078,2
372,The Access Analyzer tool may detect when an external entity has been granted access to cloud resources through use of access policies. This tool will scan upon any change to access policies or periodically within 24 hours.,T1078.004,Cloud Accounts,[],[],,AWS Identity and Access Management,technique-scores,Detect,Minimal,T1078,2
373,,T1098,Account Manipulation,['https://docs.aws.amazon.com/iam/index.html'],"['Identity', 'Credentials']",,AWS Identity and Access Management,technique-scores,Detect,Minimal,,2
374,The Access Analyzer tool may detect when an external entity has been granted access to cloud resources through use of access policies. This tool will scan upon any change to access policies or periodically within 24 hours.,T1098.001,Additional Cloud Credentials,[],[],,AWS Identity and Access Management,technique-scores,Detect,Minimal,T1098,2
375,,T1550,Use Alternate Authentication Material,['https://docs.aws.amazon.com/iam/index.html'],"['Identity', 'Credentials']",,AWS Identity and Access Management,technique-scores,Protect,Minimal,,2
376,This control may mitigate against application access token theft if the application is configured to retrieve temporary security credentials using an IAM role. This recommendation is a best practice for IAM but must be explicitly implemented by the application developer. ,T1550.001,Application Access Token,[],[],,AWS Identity and Access Management,technique-scores,Protect,Minimal,T1550,2
377,,T1110,Brute Force,['https://docs.aws.amazon.com/iam/index.html'],"['Identity', 'Credentials']",,AWS Identity and Access Management,technique-scores,Protect,Significant,,2
378,"This control may mitigate brute force attacks by enforcing multi-factor authentication, enforcing strong password policies, and rotating credentials periodically. These recommendations are IAM best practices but must be explicitly implemented by a cloud administrator.",T1110.004,Credential Stuffing,[],[],,AWS Identity and Access Management,technique-scores,Protect,Significant,T1110,2
379,"This control may mitigate brute force attacks by enforcing multi-factor authentication, enforcing strong password policies, and rotating credentials periodically. These recommendations are IAM best practices but must be explicitly implemented by a cloud administrator.",T1110.001,Password Guessing,[],[],,AWS Identity and Access Management,technique-scores,Protect,Significant,T1110,2
380,"This control may mitigate brute force attacks by enforcing multi-factor authentication, enforcing strong password policies, and rotating credentials periodically. These recommendations are IAM best practices but must be explicitly implemented by a cloud administrator.",T1110.003,Password Spraying,[],[],,AWS Identity and Access Management,technique-scores,Protect,Significant,T1110,2
381,,T1528,Steal Application Access Token,['https://docs.aws.amazon.com/iam/index.html'],"['Identity', 'Credentials']",,AWS Identity and Access Management,technique-scores,Protect,Minimal,,2
382,,T1555,Credentials from Password Stores,"['https://docs.aws.amazon.com/secretsmanager/latest/userguide/intro.html', 'https://docs.aws.amazon.com/secretsmanager/latest/userguide/best-practices.html']",['Credentials'],,AWS Secrets Manager,technique-scores,Protect,Partial,,2
383,,T1212,Exploitation for Credential Access,"['https://docs.aws.amazon.com/secretsmanager/latest/userguide/intro.html', 'https://docs.aws.amazon.com/secretsmanager/latest/userguide/best-practices.html']",['Credentials'],,AWS Secrets Manager,technique-scores,Protect,Partial,,2
384,,T1528,Steal Application Access Token,"['https://docs.aws.amazon.com/secretsmanager/latest/userguide/intro.html', 'https://docs.aws.amazon.com/secretsmanager/latest/userguide/best-practices.html']",['Credentials'],,AWS Secrets Manager,technique-scores,Protect,Partial,,2
385,,T1552,Unsecured Credentials,"['https://docs.aws.amazon.com/secretsmanager/latest/userguide/intro.html', 'https://docs.aws.amazon.com/secretsmanager/latest/userguide/best-practices.html']",['Credentials'],,AWS Secrets Manager,technique-scores,Protect,Partial,,2
386,This control may prevent harvesting of unsecured credentials by removing credentials and secrets from applications and configuration files and requiring authenticated API calls to retrieve those credentials and secrets. This control is relevant for credentials stored in applications or configuration files but not credentials entered directly by a user.,T1552.001,Credentials In Files,[],[],,AWS Secrets Manager,technique-scores,Protect,Partial,T1552,2
387,This control may prevent harvesting of unsecured credentials by removing credentials and secrets from applications and configuration files and requiring authenticated API calls to retrieve those credentials and secrets. This control is relevant for credentials stored in applications or configuration files but not credentials entered directly by a user.,T1552.002,Credentials in Registry,[],[],,AWS Secrets Manager,technique-scores,Protect,Partial,T1552,2
388,This control may prevent harvesting of unsecured credentials by removing credentials and secrets from applications and configuration files and requiring authenticated API calls to retrieve those credentials and secrets. This control is relevant for credentials stored in applications or configuration files but not credentials entered directly by a user.,T1552.004,Private Keys,[],[],,AWS Secrets Manager,technique-scores,Protect,Partial,T1552,2
389,,T1071,Application Layer Protocol,['https://docs.aws.amazon.com/network-firewall/latest/developerguide/what-is-aws-network-firewall.html'],['Network'],,AWS Network Firewall,technique-scores,Protect,Significant,,2
390,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block malicious or unwanted traffic leveraging application layer protocols. As a result, this mapping is given a score of Significant.",T1071.001,Web Protocols,[],[],,AWS Network Firewall,technique-scores,Protect,Significant,T1071,2
391,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block malicious or unwanted traffic leveraging application layer protocols. As a result, this mapping is given a score of Significant.",T1071.002,File Transfer Protocols,[],[],,AWS Network Firewall,technique-scores,Protect,Significant,T1071,2
392,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block malicious or unwanted traffic leveraging application layer protocols. As a result, this mapping is given a score of Significant.",T1071.003,Mail Protocols,[],[],,AWS Network Firewall,technique-scores,Protect,Significant,T1071,2
393,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block malicious or unwanted traffic leveraging application layer protocols. As a result, this mapping is given a score of Significant.",T1071.004,DNS,[],[],,AWS Network Firewall,technique-scores,Protect,Significant,T1071,2
394,,T1530,Data from Cloud Storage Object,['https://docs.aws.amazon.com/network-firewall/latest/developerguide/what-is-aws-network-firewall.html'],['Network'],,AWS Network Firewall,technique-scores,Protect,Partial,,2
395,,T1499,Endpoint Denial of Service,['https://docs.aws.amazon.com/network-firewall/latest/developerguide/what-is-aws-network-firewall.html'],['Network'],,AWS Network Firewall,technique-scores,Protect,Partial,,2
396,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block adversaries from carrying out denial of service attacks by implementing restrictions on which IP addresses and domains can access the resources (e.g., allow lists) as well as which protocol traffic is permitted. That is, the AWS Network Firewall could block the source of the denial of service attack. This mapping is given a score of Partial because the source of the attack would have to be known before rules could be put in place to protect against it. ",T1499.001,OS Exhaustion Flood,[],[],,AWS Network Firewall,technique-scores,Protect,Partial,T1499,2
397,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block adversaries from carrying out denial of service attacks by implementing restrictions on which IP addresses and domains can access the resources (e.g., allow lists) as well as which protocol traffic is permitted. That is, the AWS Network Firewall could block the source of the denial of service attack. This mapping is given a score of Partial because the source of the attack would have to be known before rules could be put in place to protect against it. ",T1499.002,Service Exhaustion Flood,[],[],,AWS Network Firewall,technique-scores,Protect,Partial,T1499,2
