,comments,attack_object_id,attack_object_name,references,capability_description,capability_id,mapping_type,score_category,score_value,related_score,group,organization,creation_date,last_update,attack_version,technology_domain,mapping_framework,mapping_framework_version,mapping_framework_version_schema
352,"AWS Security Hub reports on EC2 instances that are missing security patches for vulnerabilities which could enable an adversary to exploit vulnerabilities through the attack lifecycle. AWS Security Hub provides this detection with the following managed insight.
EC2 instances that have missing security patches for important vulnerabilities
This is scored as Partial because the checks associated with Security Hub would only report on missing patches for known vulnerabilities. It doesn't not cover zero-day vulnerabilities.",T1203,Exploitation for Client Execution,['https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html'],AWS Security Hub,AWS Security Hub,technique_scores,detect,partial,,AWS Security Hub,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
353,"AWS Security Hub reports on EC2 instances that are missing security patches for vulnerabilities which could enable an adversary to exploit vulnerabilities through the attack lifecycle. AWS Security Hub provides this detection with the following managed insight.
EC2 instances that have missing security patches for important vulnerabilities
This is scored as Partial because the checks associated with Security Hub would only report on missing patches for known vulnerabilities. It doesn't not cover zero-day vulnerabilities.",T1068,Exploitation for Privilege Escalation,['https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html'],AWS Security Hub,AWS Security Hub,technique_scores,detect,partial,,AWS Security Hub,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
354,"AWS Security Hub reports on EC2 instances that are missing security patches for vulnerabilities which could enable an adversary to exploit vulnerabilities through the attack lifecycle. AWS Security Hub provides this detection with the following managed insight.
EC2 instances that have missing security patches for important vulnerabilities
This is scored as Partial because the checks associated with Security Hub would only report on missing patches for known vulnerabilities. It doesn't not cover zero-day vulnerabilities.",T1211,Exploitation for Defense Evasion,['https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html'],AWS Security Hub,AWS Security Hub,technique_scores,detect,partial,,AWS Security Hub,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
355,"AWS Security Hub reports on EC2 instances that are missing security patches for vulnerabilities which could enable an adversary to exploit vulnerabilities through the attack lifecycle. AWS Security Hub provides this detection with the following managed insight.
EC2 instances that have missing security patches for important vulnerabilities
This is scored as Partial because the checks associated with Security Hub would only report on missing patches for known vulnerabilities. It doesn't not cover zero-day vulnerabilities.",T1212,Exploitation for Credential Access,['https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html'],AWS Security Hub,AWS Security Hub,technique_scores,detect,partial,,AWS Security Hub,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
356,"AWS Security Hub reports on EC2 instances that are missing security patches for vulnerabilities which could enable an adversary to exploit vulnerabilities through the attack lifecycle. AWS Security Hub provides this detection with the following managed insight.
EC2 instances that have missing security patches for important vulnerabilities
This is scored as Partial because the checks associated with Security Hub would only report on missing patches for known vulnerabilities. It doesn't not cover zero-day vulnerabilities.",T1210,Exploitation of Remote Services,['https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html'],AWS Security Hub,AWS Security Hub,technique_scores,detect,partial,,AWS Security Hub,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
357,"AWS Security Hub performs a check from the AWS Foundations CIS Benchmark that, if implemented, would help towards detecting the modification of accounts. AWS Security Hub provides this detection with the following check.
3.4 Ensure a log metric filter and alarm exist for IAM policy changes 
This is scored as Partial because it only supports the monitoring of changes to AWS IAM accounts and not the accounts on instances of operating systems.  ",T1531,Account Access Removal,['https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html'],AWS Security Hub,AWS Security Hub,technique_scores,detect,partial,,AWS Security Hub,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
358,"AWS Security Hub performs a check from the AWS Foundations CIS Benchmark that, if implemented, would help towards detecting the manipulation of accounts. AWS Security Hub provides this detection with the following check.
3.4 Ensure a log metric filter and alarm exist for IAM policy changes 
This is scored as Minimal because it only supports a subset of the sub-techniques (1 of 4).  ",T1098,Account Manipulation,['https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html'],AWS Security Hub,AWS Security Hub,technique_scores,detect,minimal,,AWS Security Hub,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
359,"AWS Security Hub performs a check from the AWS Foundations CIS Benchmark that, if implemented, would help towards detecting the manipulation of accounts. AWS Security Hub provides this detection with the following check.
3.4 Ensure a log metric filter and alarm exist for IAM policy changes 
This is scored as Significant because it can monitor all changes to IAM policy which can be used to detect any changes made to accounts. ",T1098.001,Additional Cloud Credentials,[],AWS Security Hub,AWS Security Hub,technique_scores,detect,significant,T1098,AWS Security Hub,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
360,"AWS Security Hub performs checks from the AWS Foundations CIS Benchmark that, if implemented, would help towards detecting changes to key AWS services. AWS Security Hub provides these detections with the following checks.
3.5 Ensure a log metric filter and alarm exist for CloudTrail configuration changes 3.9 Ensure a log metric filter and alarm exist for AWS Config configuration changes 3.10 Ensure a log metric filter and alarm exist for security group changes 3.11 Ensure a log metric filter and alarm exist for changes to Network Access Control Lists (NACL)  3.12 Ensure a log metric filter and alarm exist for changes to network gateways  3.13 Ensure a log metric filter and alarm exist for route table changes 3.14 Ensure a log metric filter and alarm exist for VPC changes
This is scored as Partial because it only supports a subset of the sub-techniques (3 of 8).  ",T1562,Impair Defenses,['https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html'],AWS Security Hub,AWS Security Hub,technique_scores,detect,partial,,AWS Security Hub,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
361,"AWS Security Hub performs checks from the AWS Foundations CIS Benchmark that, if implemented, would help towards detecting changes to key AWS services. AWS Security Hub provides these detections with the following checks.
3.5 Ensure a log metric filter and alarm exist for CloudTrail configuration changes 3.9 Ensure a log metric filter and alarm exist for AWS Config configuration changes 3.10 Ensure a log metric filter and alarm exist for security group changes 3.11 Ensure a log metric filter and alarm exist for changes to Network Access Control Lists (NACL)  3.12 Ensure a log metric filter and alarm exist for changes to network gateways  3.13 Ensure a log metric filter and alarm exist for route table changes 3.14 Ensure a log metric filter and alarm exist for VPC changes
This is scored as Significant because it can detect when changes are made to key AWS services (e.g., CloudTrail, Config, etc.) such as when they stop logging or other configuration changes are made.  ",T1562.008,Disable Cloud Logs,[],AWS Security Hub,AWS Security Hub,technique_scores,detect,significant,T1562,AWS Security Hub,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
362,"AWS Security Hub performs checks from the AWS Foundations CIS Benchmark that, if implemented, would help towards detecting changes to key AWS services. AWS Security Hub provides these detections with the following checks.
3.5 Ensure a log metric filter and alarm exist for CloudTrail configuration changes 3.9 Ensure a log metric filter and alarm exist for AWS Config configuration changes 3.10 Ensure a log metric filter and alarm exist for security group changes 3.11 Ensure a log metric filter and alarm exist for changes to Network Access Control Lists (NACL)  3.12 Ensure a log metric filter and alarm exist for changes to network gateways  3.13 Ensure a log metric filter and alarm exist for route table changes 3.14 Ensure a log metric filter and alarm exist for VPC changes
This is scored as Significant because it can detect when changes are made to key AWS services (e.g., CloudTrail, Config, etc.) such as when they stop logging or other configuration changes are made.  ",T1562.001,Disable or Modify Tools,[],AWS Security Hub,AWS Security Hub,technique_scores,detect,significant,T1562,AWS Security Hub,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
363,"AWS Security Hub performs checks from the AWS Foundations CIS Benchmark that, if implemented, would help towards detecting changes to key AWS services. AWS Security Hub provides these detections with the following checks.
3.5 Ensure a log metric filter and alarm exist for CloudTrail configuration changes 3.9 Ensure a log metric filter and alarm exist for AWS Config configuration changes 3.10 Ensure a log metric filter and alarm exist for security group changes 3.11 Ensure a log metric filter and alarm exist for changes to Network Access Control Lists (NACL)  3.12 Ensure a log metric filter and alarm exist for changes to network gateways  3.13 Ensure a log metric filter and alarm exist for route table changes 3.14 Ensure a log metric filter and alarm exist for VPC changes
This is scored as Significant because it can detect when changes are made to key AWS services (e.g., CloudTrail, Config, etc.) such as when they stop logging or other configuration changes are made.  ",T1562.007,Disable or Modify Cloud Firewall,[],AWS Security Hub,AWS Security Hub,technique_scores,detect,significant,T1562,AWS Security Hub,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
364,"AWS Security Hub performs a check from the AWS Foundations CIS Benchmark that, if implemented, would help towards detecting the brute forcing of accounts. AWS Security Hub provides this detection with the following checks.
3.6 Ensure a log metric filter and alarm exist for AWS Management Console authentication failures
This is scored as Minimal because it only applies to the AWS Management Console and not other access mechanisms (e.g., CLI, SDK, etc.) and it only supports a subset of the sub-techniques (3 of 4). Furthermore, it does not detect brute-forcing methods for other components such as EC2 instances. ",T1110,Brute Force,['https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html'],AWS Security Hub,AWS Security Hub,technique_scores,detect,minimal,,AWS Security Hub,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
365,"AWS Security Hub performs a check from the AWS Foundations CIS Benchmark that, if implemented, would help towards detecting the brute forcing of accounts. AWS Security Hub provides this detection with the following checks.
3.6 Ensure a log metric filter and alarm exist for AWS Management Console authentication failures
This is scored as Minimal because it only applies to the AWS Management Console and not other access  mechanisms (e.g., CLI, SDK, etc.). Furthermore, it does not detect brute-forcing methods for other  components such as EC2 instances. ",T1110.001,Password Guessing,[],AWS Security Hub,AWS Security Hub,technique_scores,detect,minimal,T1110,AWS Security Hub,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
366,"AWS Security Hub performs a check from the AWS Foundations CIS Benchmark that, if implemented, would help towards detecting the brute forcing of accounts. AWS Security Hub provides this detection with the following checks.
3.6 Ensure a log metric filter and alarm exist for AWS Management Console authentication failures
This is scored as Minimal because it only applies to the AWS Management Console and not other access  mechanisms (e.g., CLI, SDK, etc.). Furthermore, it does not detect brute-forcing methods for other  components such as EC2 instances. ",T1110.003,Password Spraying,[],AWS Security Hub,AWS Security Hub,technique_scores,detect,minimal,T1110,AWS Security Hub,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
367,"AWS Security Hub performs a check from the AWS Foundations CIS Benchmark that, if implemented, would help towards detecting the brute forcing of accounts. AWS Security Hub provides this detection with the following checks.
3.6 Ensure a log metric filter and alarm exist for AWS Management Console authentication failures
This is scored as Minimal because it only applies to the AWS Management Console and not other access  mechanisms (e.g., CLI, SDK, etc.). Furthermore, it does not detect brute-forcing methods for other  components such as EC2 instances. ",T1110.004,Credential Stuffing,[],AWS Security Hub,AWS Security Hub,technique_scores,detect,minimal,T1110,AWS Security Hub,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
368,"AWS Security Hub performs a check from the AWS Foundations CIS Benchmark that, if implemented, would help towards detecting the scheduled destruction of Customer Master Keys (CMKs) which are critical for being able to decrypt data. AWS Security Hub provides this detection with the following check.
Ensure a log metric filter and alarm exist for disabling or scheduled deletion of customer created CMKs
This is scored as Minimal because CMKs only represent one type of data that could be destroyed by an adversary. ",T1485,Data Destruction,['https://docs.aws.amazon.com/securityhub/latest/userguide/what-is-securityhub.html'],AWS Security Hub,AWS Security Hub,technique_scores,detect,minimal,,AWS Security Hub,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
369,,T1078,Valid Accounts,['https://docs.aws.amazon.com/iam/index.html'],AWS Identity and Access Management,AWS Identity and Access Management,technique_scores,protect,partial,,AWS Identity and Access Management,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
370,,T1078,Valid Accounts,['https://docs.aws.amazon.com/iam/index.html'],AWS Identity and Access Management,AWS Identity and Access Management,technique_scores,detect,partial,,AWS Identity and Access Management,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
371,This control may mitigate the impact of compromised valid accounts by enabling fine-grained access policies and implementing least-privilege policies. MFA  can provide protection against an adversary that obtains valid credentials by requiring the adversary to complete an additional authentication process before access is permitted.,T1078.004,Cloud Accounts,[],AWS Identity and Access Management,AWS Identity and Access Management,technique_scores,protect,partial,T1078,AWS Identity and Access Management,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
372,The Access Analyzer tool may detect when an external entity has been granted access to cloud resources through use of access policies. This tool will scan upon any change to access policies or periodically within 24 hours.,T1078.004,Cloud Accounts,[],AWS Identity and Access Management,AWS Identity and Access Management,technique_scores,detect,minimal,T1078,AWS Identity and Access Management,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
373,This control may generate logs for creation and manipulation of accounts but the relevant security information would be handled by another security control.,T1098,Account Manipulation,['https://docs.aws.amazon.com/iam/index.html'],AWS Identity and Access Management,AWS Identity and Access Management,technique_scores,detect,minimal,,AWS Identity and Access Management,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
374,The Access Analyzer tool may detect when an external entity has been granted access to cloud resources through use of access policies. This tool will scan upon any change to access policies or periodically within 24 hours.,T1098.001,Additional Cloud Credentials,[],AWS Identity and Access Management,AWS Identity and Access Management,technique_scores,detect,minimal,T1098,AWS Identity and Access Management,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
375,,T1550,Use Alternate Authentication Material,['https://docs.aws.amazon.com/iam/index.html'],AWS Identity and Access Management,AWS Identity and Access Management,technique_scores,protect,minimal,,AWS Identity and Access Management,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
376,This control may mitigate against application access token theft if the application is configured to retrieve temporary security credentials using an IAM role. This recommendation is a best practice for IAM but must be explicitly implemented by the application developer. ,T1550.001,Application Access Token,[],AWS Identity and Access Management,AWS Identity and Access Management,technique_scores,protect,minimal,T1550,AWS Identity and Access Management,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
377,,T1110,Brute Force,['https://docs.aws.amazon.com/iam/index.html'],AWS Identity and Access Management,AWS Identity and Access Management,technique_scores,protect,significant,,AWS Identity and Access Management,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
378,"This control may mitigate brute force attacks by enforcing multi-factor authentication, enforcing strong password policies, and rotating credentials periodically. These recommendations are IAM best practices but must be explicitly implemented by a cloud administrator.",T1110.004,Credential Stuffing,[],AWS Identity and Access Management,AWS Identity and Access Management,technique_scores,protect,significant,T1110,AWS Identity and Access Management,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
379,"This control may mitigate brute force attacks by enforcing multi-factor authentication, enforcing strong password policies, and rotating credentials periodically. These recommendations are IAM best practices but must be explicitly implemented by a cloud administrator.",T1110.001,Password Guessing,[],AWS Identity and Access Management,AWS Identity and Access Management,technique_scores,protect,significant,T1110,AWS Identity and Access Management,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
380,"This control may mitigate brute force attacks by enforcing multi-factor authentication, enforcing strong password policies, and rotating credentials periodically. These recommendations are IAM best practices but must be explicitly implemented by a cloud administrator.",T1110.003,Password Spraying,[],AWS Identity and Access Management,AWS Identity and Access Management,technique_scores,protect,significant,T1110,AWS Identity and Access Management,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
381,This control may mitigate against application access token theft if the application is configured to retrieve temporary security credentials using an IAM role. This recommendation is a best practice for IAM but must be explicitly implemented by the application developer.,T1528,Steal Application Access Token,['https://docs.aws.amazon.com/iam/index.html'],AWS Identity and Access Management,AWS Identity and Access Management,technique_scores,protect,minimal,,AWS Identity and Access Management,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
382,"This control may prevent harvesting of credentials from password stores by providing a secure, finely controlled location for secrets storage. This control is only relevant for credentials that would be used from application and configuration files and not those entered directly by an end user.",T1555,Credentials from Password Stores,"['https://docs.aws.amazon.com/secretsmanager/latest/userguide/intro.html', 'https://docs.aws.amazon.com/secretsmanager/latest/userguide/best-practices.html']",AWS Secrets Manager,AWS Secrets Manager,technique_scores,protect,partial,,AWS Secrets Manager,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
383,This control may protect against exploitation for credential access by removing credentials and secrets from applications that can be exploited and requiring authenticated API calls to retrieve those credentials and secrets.,T1212,Exploitation for Credential Access,"['https://docs.aws.amazon.com/secretsmanager/latest/userguide/intro.html', 'https://docs.aws.amazon.com/secretsmanager/latest/userguide/best-practices.html']",AWS Secrets Manager,AWS Secrets Manager,technique_scores,protect,partial,,AWS Secrets Manager,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
384,This control may prevent theft of application access tokens by replacing those tokens with authenticated and encrypted API calls to AWS Secrets Manager. This control is relevant for credentials stored in applications or configuration files but not credentials entered directly by a user.,T1528,Steal Application Access Token,"['https://docs.aws.amazon.com/secretsmanager/latest/userguide/intro.html', 'https://docs.aws.amazon.com/secretsmanager/latest/userguide/best-practices.html']",AWS Secrets Manager,AWS Secrets Manager,technique_scores,protect,partial,,AWS Secrets Manager,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
385,This control is relevant for credentials stored in applications or configuration files but not credentials entered directly by a user.,T1552,Unsecured Credentials,"['https://docs.aws.amazon.com/secretsmanager/latest/userguide/intro.html', 'https://docs.aws.amazon.com/secretsmanager/latest/userguide/best-practices.html']",AWS Secrets Manager,AWS Secrets Manager,technique_scores,protect,partial,,AWS Secrets Manager,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
386,This control may prevent harvesting of unsecured credentials by removing credentials and secrets from applications and configuration files and requiring authenticated API calls to retrieve those credentials and secrets. This control is relevant for credentials stored in applications or configuration files but not credentials entered directly by a user.,T1552.001,Credentials In Files,[],AWS Secrets Manager,AWS Secrets Manager,technique_scores,protect,partial,T1552,AWS Secrets Manager,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
387,This control may prevent harvesting of unsecured credentials by removing credentials and secrets from applications and configuration files and requiring authenticated API calls to retrieve those credentials and secrets. This control is relevant for credentials stored in applications or configuration files but not credentials entered directly by a user.,T1552.002,Credentials in Registry,[],AWS Secrets Manager,AWS Secrets Manager,technique_scores,protect,partial,T1552,AWS Secrets Manager,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
388,This control may prevent harvesting of unsecured credentials by removing credentials and secrets from applications and configuration files and requiring authenticated API calls to retrieve those credentials and secrets. This control is relevant for credentials stored in applications or configuration files but not credentials entered directly by a user.,T1552.004,Private Keys,[],AWS Secrets Manager,AWS Secrets Manager,technique_scores,protect,partial,T1552,AWS Secrets Manager,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
389,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block malicious or unwanted traffic leveraging application layer protocols. Given this supports all sub-techniques, the mapping is given a score of Significant.",T1071,Application Layer Protocol,['https://docs.aws.amazon.com/network-firewall/latest/developerguide/what-is-aws-network-firewall.html'],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,significant,,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
390,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block malicious or unwanted traffic leveraging application layer protocols. As a result, this mapping is given a score of Significant.",T1071.001,Web Protocols,[],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,significant,T1071,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
391,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block malicious or unwanted traffic leveraging application layer protocols. As a result, this mapping is given a score of Significant.",T1071.002,File Transfer Protocols,[],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,significant,T1071,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
392,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block malicious or unwanted traffic leveraging application layer protocols. As a result, this mapping is given a score of Significant.",T1071.003,Mail Protocols,[],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,significant,T1071,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
393,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block malicious or unwanted traffic leveraging application layer protocols. As a result, this mapping is given a score of Significant.",T1071.004,DNS,[],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,significant,T1071,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
394,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block adversaries from accessing resources such as cloud storage objects by implementing restrictions on which IP addresses and domains can access the resources (e.g., allow lists). However, since cloud storage objects are located outside the virtual private cloud where the AWS Network Firewall protects, the mapping is only given a score of Partial.",T1530,Data from Cloud Storage Object,['https://docs.aws.amazon.com/network-firewall/latest/developerguide/what-is-aws-network-firewall.html'],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,partial,,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
395,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block adversaries from carrying out denial of service attacks by implementing restrictions on which IP addresses and domains can access the resources (e.g., allow lists) as well as which protocol traffic is permitted. That is, the AWS Network Firewall could block the source of the denial of service attack. This mapping is given a score of Partial because it only supports a subset of the sub-techniques (3 of 4) and because the source of the attack would have to be known before rules could be put in place to protect against it. ",T1499,Endpoint Denial of Service,['https://docs.aws.amazon.com/network-firewall/latest/developerguide/what-is-aws-network-firewall.html'],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,partial,,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
396,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block adversaries from carrying out denial of service attacks by implementing restrictions on which IP addresses and domains can access the resources (e.g., allow lists) as well as which protocol traffic is permitted. That is, the AWS Network Firewall could block the source of the denial of service attack. This mapping is given a score of Partial because the source of the attack would have to be known before rules could be put in place to protect against it. ",T1499.001,OS Exhaustion Flood,[],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,partial,T1499,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
397,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block adversaries from carrying out denial of service attacks by implementing restrictions on which IP addresses and domains can access the resources (e.g., allow lists) as well as which protocol traffic is permitted. That is, the AWS Network Firewall could block the source of the denial of service attack. This mapping is given a score of Partial because the source of the attack would have to be known before rules could be put in place to protect against it. ",T1499.002,Service Exhaustion Flood,[],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,partial,T1499,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
398,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block adversaries from carrying out denial of service attacks by implementing restrictions on which IP addresses and domains can access the resources (e.g., allow lists) as well as which protocol traffic is permitted. That is, the AWS Network Firewall could block the source of the denial of service attack. This mapping is given a score of Partial because the source of the attack would have to be known before rules could be put in place to protect against it. ",T1499.003,Application Exhaustion Flood,[],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,partial,T1499,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
399,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block adversaries from accessing resources from which to exfiltrate data as well as prevent resources from communicating with known-bad IP addresses and domains that might be used to receive exfiltrated data. This mapping is given a score of Partial because the known-bad IP addresses and domains would need to be known in advance and AWS Network Firewall wouldn't have deep packet inspection visibility into encrypted non-C2 protocols. ",T1048,Exfiltration Over Alternative Protocol,['https://docs.aws.amazon.com/network-firewall/latest/developerguide/what-is-aws-network-firewall.html'],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,partial,,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
400,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block adversaries from accessing resources from which to exfiltrate data as well as prevent resources from communicating with known-bad IP addresses and domains that might be used to receive exfiltrated data. This mapping is given a score of Partial because the known-bad IP addresses and domains would need to be known in advance and AWS Network Firewall wouldn't have deep packet inspection visibility into encrypted non-C2 protocols. ",T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,[],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,partial,T1048,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
401,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block adversaries from accessing resources from which to exfiltrate data as well as prevent resources from communicating with known-bad IP addresses and domains that might be used to receive exfiltrated data. This mapping is given a score of Partial because the known-bad IP addresses and domains would need to be known in advance and AWS Network Firewall wouldn't have deep packet inspection visibility into encrypted non-C2 protocols. ",T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,[],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,partial,T1048,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
402,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block adversaries from accessing resources from which to exfiltrate data as well as prevent resources from communicating with known-bad IP addresses and domains that might be used to receive exfiltrated data. This mapping is given a score of Partial because the known-bad IP addresses and domains would need to be known in advance and AWS Network Firewall wouldn't have deep packet inspection visibility into encrypted non-C2 protocols. ",T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,[],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,partial,T1048,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
403,"AWS Network Firewall has the ability to pass, drop, or alert on traffic based on the network protocol as well as perform deep packet inspection on the payload. This functionality can be used to block SMB and WebDAV traffic from exiting the network which can protect against adversaries from forcing authentication over SMB and WebDAV. This mapping is given a score of Significant because AWS Network Firewall can block this traffic or restrict where it can go to. ",T1187,Forced Authentication,['https://docs.aws.amazon.com/network-firewall/latest/developerguide/what-is-aws-network-firewall.html'],AWS Network Firewall,AWS Network Firewall,technique_scores,protect,significant,,AWS Network Firewall,,09/21/2021,09/21/2021,9,enterprise,aws,21.09.21,ACCESS_DATE
